name,position,games,points,year
Vick Ballard,RB,16,115,2012
Brandon Lloyd,WR,16,115,2012
Chad Henne,QB,10,113,2012
Willis McGahee,RB,10,113,2012
Brian Hartline,WR,16,112,2012
Malcom Floyd,WR,14,111,2012
Darren McFadden,RB,12,111,2012
DeMarco Murray,RB,10,111,2012
Josh Gordon,WR,16,109,2012
Andre Roberts,WR,15,109,2012
Danario Alexander,WR,10,108,2012
Antonio Brown,WR,13,105,2012
Santana Moss,WR,16,105,2012
Joique Bell,RB,16,104,2012
Larry Fitzgerald,WR,16,104,2012
Brandon Gibson,WR,16,99,2012
Percy Harvin,WR,9,99,2012
Nate Washington,WR,16,99,2012
Ryan Mathews,RB,12,98,2012
Donnie Avery,WR,16,97,2012
Andre Brown,RB,10,97,2012
Dwayne Bowe,WR,13,96,2012
Brandon LaFell,WR,14,95,2012
Pierre Thomas,RB,15,95,2012
Blaine Gabbert,QB,10,94,2012
Martellus Bennett,TE,16,93,2012
Mark Ingram,RB,16,93,2012
Darrius Heyward-Bey,WR,15,92,2012
Felix Jones,RB,16,92,2012
Scott Chandler,TE,15,91,2012
Chris Givens,WR,15,91,2012
Jeremy Kerley,WR,16,91,2012
Knowshon Moreno,RB,8,91,2012
Greg Little,WR,16,90,2012
Pierre Garcon,WR,10,88,2012
Jacquizz Rodgers,RB,16,88,2012
Hakeem Nicks,WR,13,87,2012
Mike Tolbert,RB,16,87,2012
Nick Foles,QB,7,86,2012
Vernon Davis,TE,16,85,2012
Kevin Kolb,QB,6,85,2012
Kendall Wright,WR,15,85,2012
Davone Bess,WR,13,84,2012
Brandon Stokley,WR,15,84,2012
Danny Amendola,WR,11,83,2012
Kenny Britt,WR,14,83,2012
Marcel Reece,RB,16,83,2012
Bilal Powell,RB,14,82,2012
Jonathan Dwyer,RB,13,81,2012
DeSean Jackson,WR,11,81,2012
Fred Jackson,RB,10,81,2012
Bryce Brown,RB,16,80,2012
Andrew Hawkins,WR,14,80,2012
Aaron Hernandez,TE,10,79,2012
Matt Cassel,QB,9,78,2012
Lance Kendricks,TE,16,78,2012
Marcedes Lewis,TE,16,78,2012
Michael Bush,RB,13,77,2012
Jermichael Finley,TE,16,77,2012
Matt Hasselbeck,QB,8,76,2012
Rod Streater,WR,16,76,2012
Jared Cook,TE,13,74,2012
Leonard Hankerson,WR,16,73,2012
Brent Celek,TE,15,72,2012
Dwayne Allen,TE,16,71,2012
Brandon Pettigrew,TE,14,71,2012
Isaac Redman,RB,14,71,2012
LaRod Stephens-Howling,RB,14,70,2012
Domenik Hixon,WR,13,69,2012
Kevin Ogletree,WR,15,69,2012
Dallas Clark,TE,16,68,2012
Donald Jones,WR,12,68,2012
Jacob Tamme,TE,16,68,2012
Daniel Thomas,RB,12,68,2012
Ben Watson,TE,16,68,2012
David Wilson,RB,16,67,2012
Jackie Battle,RB,16,66,2012
Joel Dreessen,TE,16,66,2012
Michael Floyd,WR,16,66,2012
Josh Morgan,WR,16,66,2012
Jason Avant,WR,14,65,2012
Anthony Fasano,TE,16,65,2012
Emmanuel Sanders,WR,16,65,2012
Bernard Pierce,RB,16,64,2012
Kevin Walter,WR,16,64,2012
Titus Young,WR,10,64,2012
Maurice Jones-Drew,RB,6,62,2012
Daryl Richardson,RB,16,62,2012
Shane Vereen,RB,13,62,2012
Greg Jennings,WR,8,61,2012
Randy Moss,WR,16,61,2012
Jonathan Stewart,RB,9,61,2012
Donald Brown,RB,10,59,2012
Ronnie Brown,RB,14,59,2012
Alex Green,RB,12,59,2012
Zach Miller,TE,16,58,2012
Michael Jenkins,WR,16,57,2012
Joe Morgan,WR,14,56,2012
Tony Scheffler,TE,15,56,2012
Doug Baldwin,WR,14,55,2012
Alshon Jeffery,WR,10,55,2012
Mario Manningham,WR,12,55,2012
Tiquan Underwood,WR,14,55,2012
Jeff Cumberland,TE,15,54,2012
Dexter McCluster,WR,16,54,2012
Robert Turbin,RB,16,54,2012
Beanie Wells,RB,8,54,2012
Kendall Hunter,RB,11,53,2012
Rashad Jennings,RB,10,53,2012
James Casey,TE,16,52,2012
Tony Moeaki,TE,15,51,2012
Earl Bennett,WR,12,50,2012
Austin Pettis,WR,14,50,2012
Delanie Walker,TE,16,50,2012
Shaun Draughn,RB,16,49,2012
Mike Goodson,RB,12,48,2012
Rueben Randle,WR,16,48,2012
Mohamed Sanu,WR,9,48,2012
Justin Forsett,RB,16,47,2012
Jacoby Jones,WR,16,47,2012
Anthony McCoy,TE,16,47,2012
Travis Benjamin,WR,14,46,2012
Harry Douglas,WR,15,46,2012
Julian Edelman,WR,9,44,2012
Garrett Graham,RB,15,44,2012
Dustin Keller,TE,8,44,2012
Brady Quinn,QB,10,44,2012
Jarius Wright,WR,7,44,2012
Ryan Broyles,WR,10,43,2012
Nate Burleson,WR,6,43,2012
Riley Cooper,WR,11,43,2012
Ronnie Hillman,RB,14,43,2012
Stephen Hill,WR,11,43,2012
Aldrick Robinson,WR,15,43,2012
Brad Smith,WR,15,43,2012
Ben Tate,RB,11,43,2012
Rob Housler,TE,15,42,2012
Cedric Benson,RB,5,41,2012
Brandon Bolden,RB,10,41,2012
Coby Fleener,TE,12,40,2012
Louis Murphy,WR,16,40,2012
Montell Owens,RB,13,40,2012
Cedric Peerman,RB,14,40,2012
Jonathan Baldwin,WR,15,39,2012
T.J. Graham,WR,15,39,2012
Devery Henderson,WR,15,39,2012
Peyton Hillis,RB,13,39,2012
Chaz Schilens,WR,15,39,2012
Tom Crabtree,TE,14,38,2012
Logan Paulsen,TE,16,37,2012
Lamar Miller,RB,13,36,2012
Montario Hardesty,RB,13,35,2012
Chris Ivory,RB,6,35,2012
William Powell,RB,13,35,2012
James Starks,RB,6,35,2012
Toby Gerhart,RB,16,34,2012
Craig Stevens,TE,15,34,2012
Charles Clay,RB,14,33,2012
Kirk Cousins,QB,3,33,2012
Fred Davis,TE,7,33,2012
Kellen Davis,TE,16,33,2012
Kevin Smith,RB,12,33,2012
David Thomas,TE,15,33,2012
Lance Ball,RB,15,32,2012
Armon Binns,WR,11,32,2012
Delone Carter,RB,10,32,2012
Robert Meachem,WR,15,32,2012
Eddie Royal,WR,10,32,2012
Evan Royster,RB,16,32,2012
John Skelton,QB,7,32,2012
Damian Williams,WR,13,32,2012
Devin Hester,WR,15,31,2012
Santonio Holmes,WR,4,31,2012
Marvin Jones,WR,11,31,2012
Jason Snelling,RB,16,31,2012
Dwayne Harris,WR,16,30,2012
Michael Robinson,WR,16,30,2012
Jordan Cameron,TE,14,29,2012
Clay Harbor,RB,14,29,2012
DuJuan Harris,RB,4,29,2012
Kyle Williams,WR,11,29,2012
Darrel Young,TE,16,29,2012
Rashard Mendenhall,RB,6,28,2012
Brian Quick,WR,15,28,2012
Jordan Shipley,WR,7,28,2012
LeGarrette Blount,RB,13,27,2012
Ryan Grant,RB,5,27,2012
John Kuhn,RB,14,27,2012
Jorvorskie Lane,RB,16,27,2012
Tashard Choice,RB,12,26,2012
Braylon Edwards,WR,13,26,2012
Derek Hagan,WR,14,26,2012
Terrelle Pryor,QB,3,26,2012
Chris Rainey,RB,16,26,2012
Dante Rosario,TE,13,26,2012
Micheal Spurlock,WR,14,26,2012
Mohamed Massaquoi,WR,9,25,2012
Jerome Simpson,WR,12,25,2012
Brandon Tate,WR,16,25,2012
Clyde Gates,WR,11,24,2012
Vonta Leach,RB,16,24,2012
LaVon Brazill,WR,15,23,2012
Juron Criner,WR,12,23,2012
Ed Dickson,TE,13,23,2012
Damaris Johnson,WR,14,23,2012
Laurent Robinson,WR,7,23,2012
Luke Stocker,TE,16,23,2012
Mike Thomas,WR,16,23,2012
Ramses Barden,WR,12,22,2012
Early Doucet,WR,12,22,2012
Jamie Harper,RB,10,22,2012
Jerricho Cotchery,WR,14,21,2012
Will Heller,TE,16,21,2012
Jacob Hester,RB,3,21,2012
Lestar Jean,WR,14,21,2012
Niles Paul,RB,16,21,2012
Armando Allen,RB,15,20,2012
Anthony Dixon,RB,16,20,2012
Donald Driver,WR,13,20,2012
Will Johnson,RB,16,20,2012
Keshawn Martin,WR,16,20,2012
Chris Ogbonnaya,RB,15,20,2012
Jalen Parmele,RB,11,20,2012
Curtis Brinkley,RB,10,19,2012
Kris Durham,WR,4,19,2012
Marlon Moore,WR,14,19,2012
Devin Aromashodu,WR,15,18,2012
Tandon Doss,WR,14,18,2012
Byron Leftwich,QB,2,18,2012
Joe McKnight,RB,15,18,2012
Tyrod Taylor,QB,7,18,2012
Jason Campbell,QB,6,17,2012
Jed Collins,RB,15,17,2012
Brian Leonard,RB,15,17,2012
Ryan Williams,RB,5,17,2012
Jeremy Stewart,RB,4,16,2012
Charlie Batch,QB,2,15,2012
Deion Branch,WR,10,15,2012
Shaun Hill,QB,1,15,2012
LaMichael James,RB,4,15,2012
Dion Lewis,RB,9,15,2012
Rishard Matthews,WR,8,15,2012
Danny Ware,RB,16,15,2012
Leon Washington,RB,16,15,2012
Gary Barnidge,TE,16,14,2012
Baron Batch,RB,12,14,2012
Brian Hoyer,QB,2,14,2012
Erik Lorig,RB,16,14,2012
Mewelde Moore,RB,9,14,2012
Matthew Mulligan,TE,16,14,2012
Jordan Norwood,WR,2,14,2012
Anthony Allen,RB,16,13,2012
Cole Beasley,WR,10,13,2012
Kevin Boss,TE,2,13,2012
Stanley Havili,RB,15,13,2012
Henry Hynoski,RB,16,13,2012
Jeff King,TE,16,13,2012
Ryan Lindley,QB,6,13,2012
Leonard Pope,TE,16,13,2012
Lee Smith,TE,16,13,2012
Steve Smith,WR,9,13,2012
Armanti Edwards,WR,16,12,2012
Greg McElroy,QB,2,12,2012
John Phillips,TE,16,12,2012
Kealoha Pilares,WR,8,12,2012
Donte' Stallworth,WR,1,12,2012
Tim Tebow,RB,12,12,2012
Keith Toston,RB,5,12,2012
Lawrence Vickers,RB,16,12,2012
Josh Cooper,WR,6,11,2012
Lance Dunbar,RB,12,11,2012
Kevin Elliott,WR,13,11,2012
Michael Hoomanawanui,TE,14,11,2012
Plaxico Burress,WR,4,10,2012
Stephen Burton,WR,12,10,2012
Orson Charles,TE,16,10,2012
Drew Davis,WR,16,10,2012
Thaddeus Lewis,QB,1,10,2012
Bruce Miller,RB,16,10,2012
Kyle Orton,QB,1,10,2012
Bear Pascoe,RB,15,10,2012
Brian Robiskie,WR,6,10,2012
Phillip Tanner,RB,14,10,2012
David Ausberry,TE,16,9,2012
Dorin Dickerson,RB,12,9,2012
Daniel Fells,TE,13,9,2012
James Hanna,TE,16,9,2012
Todd Heap,TE,2,9,2012
Colt McCoy,QB,3,9,2012
Matt Moore,QB,2,9,2012
Richard Murphy,RB,5,9,2012
Matt Spaeth,TE,16,9,2012
Matt Willis,WR,15,9,2012
Nate Byham,TE,11,8,2012
Terrance Copper,WR,15,8,2012
Jason Hill,WR,4,8,2012
Michael Palmer,TE,13,8,2012
DeVier Posey,WR,11,8,2012
Konrad Reuland,TE,16,8,2012
Kahlil Bell,RB,7,7,2012
Steve Breaston,WR,10,7,2012
Rhett Ellison,TE,16,7,2012
Jabar Gaffney,WR,3,7,2012
Richard Gordon,TE,13,7,2012
Brandon Jackson,RB,2,7,2012
Greg Jones,RB,12,7,2012
Le'Ron McClain,RB,16,7,2012
Jamar Newsome,WR,6,7,2012
Ben Obomanu,WR,8,7,2012
David Reed,WR,5,7,2012
Darius Reynaud,RB,16,7,2012
Guy Whimper,TE,16,7,2012
Cyrus Gray,RB,10,6,2012
Ladarius Green,TE,4,6,2012
Virgil Green,WR,12,6,2012
Lavelle Hawkins,WR,7,6,2012
Lex Hilliard,RB,14,6,2012
Mike Johnson,TE,16,6,2012
Chris Pressley,RB,14,6,2012
Michael Preston,WR,4,6,2012
D.J. Williams,TE,13,6,2012
Seyi Ajirotutu,WR,3,5,2012
Brandon Banks,WR,12,5,2012
Garrett Celek,TE,13,5,2012
Josh Cribbs,WR,16,5,2012
Roy Helu,RB,3,5,2012
Quinn Johnson,RB,16,5,2012
Steve Maneri,TE,13,5,2012
Randy McMichael,RB,16,5,2012
David Paulson,TE,16,5,2012
Isaiah Pead,RB,15,5,2012
Alex Smith,RB,12,5,2012
Taylor Thompson,TE,16,5,2012
Ryan Whalen,WR,9,5,2012
Devon Wylie,WR,6,5,2012
Kyle Adams,TE,15,4,2012
Arrelious Benn,WR,8,4,2012
Greg Camarillo,WR,5,4,2012
John Carlson,WR,14,4,2012
Toney Clemons,WR,4,4,2012
Nate Eachus,RB,11,4,2012
Jerome Felton,RB,16,4,2012
Charly Martin,WR,4,4,2012
Ruvell Martin,WR,14,4,2012
Bernard Scott,RB,2,4,2012
Anthony Sherman,RB,13,4,2012
Kris Adams,WR,3,3,2012
Jarrett Boykin,WR,10,3,2012
Travaris Cadet,RB,13,3,2012
Andre Caldwell,WR,8,3,2012
Ben Hartsock,TE,15,3,2012
Jerrel Jernigan,WR,9,3,2012
Taiwan Jones,RB,14,3,2012
Jermaine Kearse,WR,7,3,2012
Matt Leinart,QB,2,3,2012
Mike McNeill,TE,14,3,2012
David Nelson,WR,1,3,2012
Javon Ringer,RB,2,3,2012
Deonte Thompson,WR,6,3,2012
Eric Weems,WR,16,3,2012
Johnny White,RB,7,3,2012
T.J. Yates,QB,4,3,2012
Derek Anderson,QB,2,2,2012
Dezmon Briscoe,WR,7,2,2012
Chase Daniel,QB,16,2,2012
Jim Dray,TE,13,2,2012
Matt Flynn,QB,3,2,2012
Mardy Gilyard,WR,8,2,2012
Bruce Gradkowski,QB,2,2,2012
Cory Harkey,TE,5,2,2012
Kregg Lumpkin,RB,5,2,2012
Collin Mooney,RB,2,2,2012
Jake O'Connell,TE,8,2,2012
Dan Orlovsky,QB,1,2,2012
Chris Owusu,WR,5,2,2012
Evan Rodriguez,TE,12,2,2012
Weslye Saunders,TE,11,2,2012
Alfonso Smith,RB,11,2,2012
Hayden Smith,TE,5,2,2012
Anthony Armstrong,WR,6,1,2012
Matt Asiata,RB,16,1,2012
LaRon Byrd,WR,4,1,2012
Shaun Chapas,RB,3,1,2012
Chase Coffman,TE,5,1,2012
Austin Collie,WR,1,1,2012
Chris Cooley,RB,9,1,2012
Trent Edwards,QB,1,1,2012
Tommy Gallarda,TE,9,1,2012
David Gilreath,WR,3,1,2012
Jonathan Grimes,RB,11,1,2012
Chris Gronkowski,RB,14,1,2012
Dan Herron,RB,3,1,2012
Andre Holmes,WR,7,1,2012
Robert Hughes,RB,5,1,2012
Brandon Jacobs,RB,2,1,2012
Dominique Jones,TE,4,1,2012
Stefan Logan,RB,16,1,2012
Reagan Maui'a,RB,3,1,2012
Corey McIntyre,RB,16,1,2012
Evan Moore,TE,15,1,2012
Preston Parker,WR,2,1,2012
Lousaka Polite,RB,6,1,2012
Zach Potter,TE,16,1,2012
Allen Reisner,TE,6,1,2012
Courtney Roby,WR,13,1,2012
Dane Sanzenbacher,WR,7,1,2012
Da'Rel Scott,RB,4,1,2012
Rusty Smith,QB,1,1,2012
Isaiah Stanback,TE,6,1,2012
Sammie Stroughter,WR,2,1,2012
Will Ta'ufo'ou,RB,6,1,2012
Ryan Taylor,TE,16,1,2012
Tyler Thigpen,QB,4,1,2012
Jordan Todman,RB,1,1,2012
Jordan White,WR,3,1,2012
Keiland Williams,RB,14,1,2012
Kellen Winslow,TE,1,1,2012
Kamar Aiken,,1,,2012
Alvester Alexander,,,,2012
Joe Anderson,,3,,2012
Adrian Arrington,,,,2012
Billy Bajema,,8,,2012
Edwin Baker,,,,2012
Jake Ballard,,,,2012
Joe Banyard,,,,2012
Brandon Barden,,3,,2012
Phil Bates,,,,2012
Travis Beckum,,4,,2012
Josh Bellamy,,3,,2012
Tim Benford,,,,2012
Jahvid Best,,,,2012
Matt Blanchard,,,,2012
Brandon Bostick,,,,2012
Allen Bradford,,1,,2012
LaMark Brown,,,,2012
Mike Brown,,2,,2012
Vincent Brown,,,,2012
Lamont Bryant,,,,2012
Troy Burrell,,,,2012
Deon Butler,,1,,2012
Jake Byrne,,,,2012
Duke Calhoun,,,,2012
David Carr,QB,2,,2012
Derek Carrier,,,,2012
Greg Childs,,,,2012
Jimmy Clausen,,,,2012
Kellen Clemens,QB,2,,2012
Danny Coale,,,,2012
B.J. Coleman,,,,2012
Derrick Coleman,,,,2012
Kevin Cone,,12,,2012
John Conner,,5,,2012
Mike Cox,RB,8,,2012
B.J. Cunningham,,,,2012
Dominique Curry,,,,2012
Austin Davis,,,,2012
Bryce Davis,,,,2012
Dominique Davis,,1,,2012
Jeff Demps,,,,2012
Dennis Dixon,,,,2012
Larry Donnell,,,,2012
David Douglas,,1,,2012
Drake Dunsmore,,,,2012
Jeremy Ebert,,,,2012
Michael Egnew,,2,,2012
Darren Evans,,1,,2012
Bradie Ewing,,,,2012
Tony Fiammetta,,,,2012
Chase Ford,,,,2012
Jeff Fuller,,,,2012
Terrance Ganaway,,3,,2012
David Gettis,,2,,2012
Chris Givens,,,,2012
Brittan Golden,,,,2012
Richard Goodman,,7,,2012
Daniel Graham,,6,,2012
Jonas Gray,,,,2012
Jared Green,,,,2012
Rex Grossman,,,,2012
Saalim Hakim,,,,2012
Chad Hall,,1,,2012
Jewel Hampton,,,,2012
Caleb Hanie,,,,2012
Darius Hanks,,,,2012
Chandler Harnish,,,,2012
Clark Harris,,16,,2012
Jerome Harrison,,,,2012
Cooper Helfet,,,,2012
Junior Hemingway,,1,,2012
Brad Herman,,,,2012
Michael Higgins,TE,2,,2012
Trindon Holliday,WR,15,,2012
Emil Igwenagu,,3,,2012
Jerrell Jackson,,1,,2012
Marcus Jackson,,,,2012
Javarris James,,,,2012
A.J. Jenkins,,3,,2012
Brian Jennings,,16,,2012
Jeremiah Johnson,,,,2012
Case Keenum,,,,2012
Mike Leach,,16,,2012
Ricardo Lockette,,,,2012
Lance Long,,,,2012
Elbert Mack,,7,,2012
Jeff Maehl,,,,2012
Owen Marecic,,10,,2012
Jeron Mastrud,,14,,2012
Josh McCown,,,,2012
Luke McCown,QB,2,,2012
Sean McGrath,,2,,2012
Marvin McNutt,,4,,2012
Davin Meggett,,,,2012
Kerry Meier,,,,2012
Lonyae Miller,,,,2012
Devin Moore,,,,2012
Kashif Moore,,,,2012
Kellen Moore,,,,2012
Cameron Morrah,,,,2012
Dale Moss,,,,2012
Derek Moye,,,,2012
Legedu Naanee,WR,4,,2012
Adam Nissley,,,,2012
Danny Noble,,4,,2012
Jamize Olawale,,3,,2012
Kassim Osgood,,16,,2012
Jordan Palmer,,,,2012
Nathan Palmer,WR,5,,2012
Deangelo Peterson,,,,2012
Chris Polk,,7,,2012
Royce Pollard,,,,2012
Tauren Poole,,,,2012
Taylor Price,,,,2012
Andrew Quarless,,,,2012
Richard Quinn,,,,2012
Bobby Rainey,,,,2012
Bert Reed,,,,2012
Adrien Robinson,,2,,2012
Gerrell Robinson,,,,2012
James Rodgers,,,,2012
Nelson Rosario,,,,2012
Martin Rucker,,,,2012
Greg Salas,,1,,2012
Owen Schmitt,RB,13,,2012
Tray Session,,,,2012
Visanthe Shiancoe,,4,,2012
Mickey Shuler,,,,2012
Matthew Slater,,16,,2012
Brad Smelley,TE,2,,2012
Antone Smith,,13,,2012
Armond Smith,RB,4,,2012
Michael Smith,,1,,2012
Justin Snow,,8,,2012
Nate Solder,,16,,2012
Stephen Spach,,1,,2012
Kory Sperry,,1,,2012
Drew Stanton,,,,2012
Nick Stephens,,,,2012
Maurice Stovall,,10,,2012
Tommy Streeter,,,,2012
Chris Summers,,,,2012
Phillip Supernaw,,,,2012
Andrew Szczerba,,,,2012
Alex Tanney,,,,2012
Marcus Thigpen,RB,16,,2012
Julius Thomas,,4,,2012
Nick Toon,,,,2012
Ryan Torain,,2,,2012
Patrick Turner,,2,,2012
Brian Tyms,,,,2012
Josh Vaughan,,,,2012
Matt Veldman,,,,2012
Joe Webb,QB,1,,2012
Griff Whalen,,,,2012
Charlie Whitehurst,,,,2012
Fozzy Whittaker,,,,2012
Eddie Williams,,,,2012
Javarris Williams,,,,2012
Mike Willie,,,,2012
George Wilson,,16,,2012
Will Yeatman,,4,,2012
Dedrick Epps,TE,3,-1,2012
Ted Ginn,WR,13,-1,2012
Brock Osweiler,QB,5,-1,2012
Graham Harrell,QB,4,-2,2012
Josh Johnson,,1,-2,2012
Ryan Mallett,QB,4,-2,2012
Joe Adams,WR,9,-4,2012
