name,position,games,points,year
Jamize Olawale,RB,16,45,2016
Torrey Smith,WR,12,45,2016
Justin Hardy,WR,16,44,2016
C.J. Prosise,RB,6,44,2016
Aldrick Robinson,WR,16,44,2016
Charles Sims,RB,7,44,2016
Justin Hunter,WR,13,43,2016
Jared Cook,TE,10,42,2016
Justin Forsett,RB,9,42,2016
James Starks,RB,9,42,2016
John Kuhn,RB,16,41,2016
Quinton Patton,WR,14,41,2016
Wendell Smallwood,RB,13,41,2016
Brice Butler,WR,16,40,2016
Aaron Ripkowski,RB,16,40,2016
Kamar Aiken,WR,16,39,2016
Trey Burton,TE,15,39,2016
Eddie Lacy,RB,5,39,2016
Richard Rodgers,TE,16,39,2016
Jacob Tamme,TE,8,39,2016
Dwayne Washington,RB,12,39,2016
Josh Bellamy,WR,16,38,2016
Ladarius Green,TE,6,38,2016
Dion Lewis,RB,7,38,2016
Levine Toilolo,TE,16,38,2016
Kyle Juszczyk,RB,16,37,2016
Alfred Morris,RB,14,37,2016
Erik Swoope,TE,16,36,2016
Kenyan Drake,RB,16,35,2016
Jimmy Garoppolo,QB,6,35,2016
Cobi Hamilton,WR,11,35,2016
Darrius Heyward-Bey,WR,10,35,2016
Paul Richardson,WR,15,35,2016
Deonte Thompson,WR,16,35,2016
Landry Jones,QB,8,34,2016
Bryan Walters,WR,10,34,2016
Geronimo Allison,WR,10,32,2016
Corey Brown,WR,16,32,2016
Corey Grant,RB,11,32,2016
Bryce Petty,QB,6,32,2016
Peyton Barber,RB,15,31,2016
Eric Decker,WR,3,31,2016
Andre Holmes,WR,16,31,2016
Rod Streater,WR,16,31,2016
Jordan Taylor,WR,16,31,2016
Virgil Green,TE,12,30,2016
Kenjon Barner,RB,13,29,2016
C.J. Uzomah,TE,10,29,2016
Cameron Artis-Payne,RB,3,28,2016
Jacoby Brissett,QB,3,28,2016
Nick Foles,QB,3,28,2016
Paxton Lynch,QB,3,28,2016
Tanner McEvoy,WR,14,28,2016
Kerwynn Williams,RB,10,28,2016
Jaron Brown,WR,7,27,2016
Bennie Fowler,WR,13,27,2016
DuJuan Harris,RB,10,27,2016
Chester Rogers,WR,14,27,2016
Shane Vereen,RB,5,27,2016
Kapri Bibbs,RB,12,26,2016
Alex Collins,RB,11,25,2016
Seth Devalve,TE,12,25,2016
Jeff Janis,WR,16,25,2016
Mychal Rivera,TE,13,25,2016
Mike Tolbert,RB,16,25,2016
Luke Willson,TE,11,25,2016
Orleans Darkwa,RB,10,24,2016
Kenneth Farrow,RB,13,24,2016
Xavier Grimble,TE,13,24,2016
Jalin Marshall,WR,10,24,2016
Charles Johnson,WR,16,23,2016
Marcedes Lewis,TE,10,23,2016
Ricardo Louis,WR,16,23,2016
Jordan Norwood,WR,14,23,2016
Andre Roberts,WR,16,23,2016
Ameer Abdullah,RB,2,22,2016
Ronnie Hillman,RB,8,22,2016
Ben Koyack,TE,14,22,2016
Roger Lewis,WR,13,22,2016
Marquess Wilson,WR,3,22,2016
Harry Douglas,WR,11,21,2016
Lance Dunbar,RB,13,21,2016
Darren Fells,TE,14,21,2016
Josh Hill,TE,9,21,2016
Vincent Jackson,WR,5,21,2016
Andre Johnson,WR,8,21,2016
Austin Seferian-Jenkins,TE,9,21,2016
Darren Waller,TE,12,21,2016
Danny Woodhead,RB,2,21,2016
Cody Core,WR,8,20,2016
Anthony Fasano,TE,16,20,2016
Jonathan Grimes,RB,10,20,2016
Demetrius Harris,TE,16,20,2016
Freddie Martino,WR,13,20,2016
Bobby Rainey,RB,15,20,2016
Kevin White,WR,4,20,2016
Benny Cunningham,RB,11,19,2016
Ed Dickson,TE,16,19,2016
Josh Huff,WR,10,19,2016
Charone Peake,WR,15,19,2016
Jerell Adams,TE,13,18,2016
Arrelious Benn,WR,15,18,2016
Daniel Brown,WR,8,18,2016
Ka'Deem Carey,RB,12,18,2016
Andre Ellington,RB,16,18,2016
Tom Savage,QB,3,18,2016
Derek Anderson,QB,5,17,2016
Reggie Bush,RB,13,17,2016
MarQueis Gray,TE,16,17,2016
Kevin Hogan,QB,4,17,2016
Denard Robinson,RB,13,17,2016
Brandon Tate,WR,15,17,2016
Matt Cassel,QB,4,16,2016
Brent Celek,TE,16,16,2016
Josh Ferguson,RB,16,16,2016
Chris Johnson,RB,4,16,2016
Braxton Miller,WR,10,16,2016
Terron Ward,RB,5,16,2016
Stephen Anderson,TE,13,15,2016
Tyler Higbee,WR,16,15,2016
Greg Salas,WR,2,15,2016
Cecil Shorts,WR,9,15,2016
Mack Brown,RB,9,14,2016
A.J. Derby,TE,10,14,2016
Jeff Heuerman,TE,12,14,2016
Akeem Hunt,RB,8,14,2016
Andy Janovich,RB,11,14,2016
Brandon Myers,TE,16,14,2016
Walt Powell,RB,9,14,2016
Larry Donnell,TE,14,13,2016
Arian Foster,RB,4,13,2016
Crockett Gillmore,TE,7,13,2016
Chris Harper,WR,9,13,2016
Nick O'Leary,TE,16,13,2016
John Phillips,TE,16,13,2016
C.J. Spiller,RB,6,13,2016
Jaelen Strong,WR,8,13,2016
Paul Turner,WR,4,13,2016
Markus Wheaton,WR,3,13,2016
Jarius Wright,WR,8,13,2016
Jordan Cameron,TE,3,12,2016
Mike Davis,RB,8,12,2016
Rhett Ellison,TE,15,12,2016
Brittan Golden,WR,12,12,2016
Dominique Jones,TE,9,12,2016
Jamaal Charles,RB,3,11,2016
Patrick DiMarco,RB,16,11,2016
T.J. Jones,WR,3,11,2016
Neal Sterling,TE,10,11,2016
Charlie Whitehurst,QB,1,11,2016
Lucky Whitehead,WR,15,11,2016
Jonathan Williams,RB,11,11,2016
Demarcus Ayers,WR,2,10,2016
Alan Cross,TE,14,10,2016
Shaun Hill,QB,3,10,2016
David Johnson,WR,16,10,2016
Darren McFadden,RB,3,10,2016
Joshua Perkins,TE,8,10,2016
Jeremy Ross,WR,6,10,2016
Antone Smith,RB,3,10,2016
James Wright,WR,13,10,2016
George Atkinson,RB,16,9,2016
Blake Bell,TE,13,9,2016
Leonte Carroo,WR,14,9,2016
Pharoh Cooper,WR,10,9,2016
Gavin Escobar,TE,16,9,2016
Mike Glennon,QB,2,9,2016
Tyler Kroft,WR,14,9,2016
Tommylee Lewis,WR,12,9,2016
Marcel Reece,RB,4,9,2016
Drew Stanton,QB,5,9,2016
Juwan Thompson,RB,8,9,2016
Scott Tolzien,QB,3,9,2016
Fitzgerald Toussaint,RB,16,9,2016
Bryce Treggs,WR,9,9,2016
Terrell Watson,RB,1,9,2016
Derek Watt,RB,16,9,2016
Andre Williams,RB,1,9,2016
Trevone Boykin,QB,5,8,2016
Connor Cook,QB,1,8,2016
Ryan Grant,WR,16,8,2016
Connor Hamlett,TE,3,8,2016
Rashard Higgins,WR,16,8,2016
Cody Latimer,WR,12,8,2016
Matt Lengel,TE,6,8,2016
Geno Smith,QB,2,8,2016
Wendall Williams,WR,3,8,2016
Malcolm Brown,RB,16,7,2016
Aaron Burbridge,WR,16,7,2016
Michael Campanaro,WR,3,7,2016
Josh Doctson,WR,2,7,2016
Alex Erickson,WR,16,7,2016
Jerome Felton,RB,15,7,2016
Maurice Harris,WR,10,7,2016
EJ Manuel,QB,6,7,2016
Byron Marshall,RB,3,7,2016
Chris Moore,WR,15,7,2016
Keith Mumphery,WR,11,7,2016
Geoff Swaim,TE,9,7,2016
Keenan Allen,WR,1,6,2016
Jace Amaro,TE,3,6,2016
Brandon Bostick,TE,16,6,2016
Trevor Davis,WR,11,6,2016
Johnny Holton,WR,15,6,2016
Adrian Peterson,RB,3,6,2016
Phillip Supernaw,TE,15,6,2016
De'Anthony Thomas,WR,12,6,2016
D.J. Tialavea,TE,2,6,2016
Jordan Todman,RB,16,6,2016
Nick Williams,WR,2,6,2016
Javorius Allen,RB,8,5,2016
Knile Davis,RB,11,5,2016
Dwayne Harris,WR,16,5,2016
Tavarres King,WR,7,5,2016
Ifeanyi Momah,TE,5,5,2016
Troymaine Pope,RB,4,5,2016
Tony Romo,QB,1,5,2016
Brandon Wilds,RB,4,5,2016
Nick Boyle,TE,6,4,2016
Ben Braunecker,TE,13,4,2016
Quan Bray,WR,6,4,2016
Mike James,RB,4,4,2016
Taiwan Jones,RB,13,4,2016
Daniel Lasco,RB,7,4,2016
Bradley Marquez,WR,14,4,2016
Dexter McCluster,WR,6,4,2016
Justin Perillo,TE,9,4,2016
Brandon Williams,TE,16,4,2016
Derek Carrier,TE,8,3,2016
D.J. Foster,RB,3,3,2016
Don Jackson,RB,3,3,2016
Malcolm Johnson,RB,7,3,2016
Sean McGrath,TE,16,3,2016
Niles Paul,TE,8,3,2016
Isaiah Pead,RB,3,3,2016
Keith Smith,RB,16,3,2016
Lee Smith,TE,4,3,2016
Nick Vannett,TE,9,3,2016
Danny Vitale,RB,9,3,2016
Antonio Andrews,RB,16,2,2016
Brenton Bersin,WR,10,2,2016
Brandon Bolden,RB,14,2,2016
Damiere Byrd,WR,1,2,2016
James Develin,RB,16,2,2016
Jalston Fowler,RB,16,2,2016
Clay Harbor,TE,15,2,2016
Percy Harvin,WR,2,2,2016
Cardale Jones,QB,1,2,2016
Zach Line,RB,15,2,2016
Marc Mariani,WR,16,2,2016
Matt McGloin,QB,3,2,2016
J.D. McKissic,RB,1,2,2016
Logan Paulsen,TE,16,2,2016
Cedric Peerman,RB,6,2,2016
Jay Prosch,RB,15,2,2016
DeAndre Smelter,WR,2,2,2016
Devin Smith,WR,4,2,2016
Luke Stocker,TE,12,2,2016
Devin Street,WR,5,2,2016
Mike Thomas,WR,15,2,2016
Ross Travis,TE,6,2,2016
Laquon Treadwell,WR,9,2,2016
Griff Whalen,WR,8,2,2016
Cole Wick,TE,6,2,2016
Shane Wynn,WR,5,2,2016
Jared Abbrederis,WR,5,1,2016
Joe Banyard,RB,1,1,2016
Jeremy Butler,WR,4,1,2016
Gerald Christian,TE,3,1,2016
Chase Daniel,QB,1,1,2016
Alex Ellis,TE,6,1,2016
David Fales,QB,1,1,2016
George Farmer,RB,2,1,2016
Rashad Greene,WR,8,1,2016
Je'Ron Hamm,TE,5,1,2016
Ryan Hewitt,RB,16,1,2016
Bronson Hill,RB,3,1,2016
Henry Krieger-Coble,TE,2,1,2016
Paul Lasike,RB,10,1,2016
Terrence Magee,RB,2,1,2016
Chris Manhertz,TE,7,1,2016
Paul McRoberts,WR,2,1,2016
Raheem Mostert,RB,3,1,2016
Matthew Mulligan,TE,8,1,2016
Roosevelt Nix,RB,10,1,2016
MyCole Pruitt,TE,4,1,2016
Daryl Richardson,RB,3,1,2016
Stevan Ridley,RB,1,1,2016
Rashad Ross,WR,5,1,2016
Anthony Sherman,RB,16,1,2016
Lorenzo Taliaferro,RB,3,1,2016
Stepfan Taylor,RB,15,1,2016
Tony Washington,WR,2,1,2016
Mario Alford,,3,,2016
Joique Bell,RB,7,,2016
Braedon Bowman,,3,,2016
Brandon Burks,RB,1,,2016
Isaiah Burse,,9,,2016
Michael Burton,,15,,2016
Orson Charles,,2,,2016
Kellen Clemens,QB,12,,2016
Asante Cleveland,,4,,2016
Chase Coffman,,2,,2016
Geremy Davis,,3,,2016
Kellen Davis,,8,,2016
Jim Dray,,6,,2016
Donteea Dye,,1,,2016
Glenn Gronkowski,,1,,2016
Russell Hansbrough,,2,,2016
Cory Harkey,,12,,2016
Clark Harris,,13,,2016
Temarrick Hemingway,,8,,2016
Chad Henne,QB,1,,2016
Julian Howsare,,2,,2016
Joe Kerridge,RB,8,,2016
Jake Lampman,,6,,2016
Khari Lee,,8,,2016
Dezmin Lewis,,1,,2016
Tony Lippett,,16,,2016
Vince Mayle,,6,,2016
Tre McBride,,2,,2016
A.J. McCarron,,1,,2016
David Morgan,TE,12,,2016
Marcus Murphy,RB,3,,2016
Troy Niklas,TE,3,,2016
James O'Shaughnessy,TE,16,,2016
Ryan O'Malley,,1,,2016
Jordan Payton,WR,4,,2016
Chase Reynolds,RB,16,,2016
Demarcus Robinson,,16,,2016
Khiry Robinson,RB,1,,2016
Mark Sanchez,QB,2,,2016
Matt Schaub,QB,4,,2016
Rod Smith,RB,7,,2016
Nate Solder,,15,,2016
Randall Telfer,TE,14,,2016
Will Tukuafu,RB,7,,2016
Hakeem Valles,,11,,2016
Joe Webb,QB,14,,2016
Eric Weems,,16,,2016
Kasen Williams,,1,,2016
Maxx Williams,,4,,2016
T.J. Yates,,0,,2016
Bralon Addison,RB,2,-1,2016
Sean Mannion,QB,1,-1,2016
Tyler Ervin,RB,12,-2,2016
Jakeem Grant,WR,16,-2,2016
Brett Hundley,QB,4,-2,2016
Ryan Mallett,QB,4,-2,2016
Keshawn Martin,,1,-2,2016
Matthew Slater,WR,13,-2,2016
