name,position,games,points,year
Matthew Stafford,QB,10,127,2009
Darren Sproles,RB,16,126,2009
LeSean McCoy,RB,16,121,2009
Jason Snelling,RB,14,117,2009
Julius Jones,RB,14,114,2009
Mario Manningham,WR,14,112,2009
Austin Collie,WR,16,110,2009
T.J. Houshmandzadeh,WR,16,109,2009
Santana Moss,WR,16,109,2009
Jerricho Cotchery,WR,14,107,2009
Chris Chambers,WR,16,103,2009
Lee Evans,WR,16,103,2009
Pierre Garcon,WR,14,102,2009
Roy Williams,WR,15,102,2009
Jeremy Maclin,WR,15,101,2009
Nate Burleson,WR,13,100,2009
Josh Freeman,QB,10,100,2009
Jermichael Finley,TE,13,98,2009
Felix Jones,RB,14,98,2009
Mike Bell,RB,13,97,2009
Todd Heap,TE,16,96,2009
Patrick Crayton,WR,16,95,2009
Steve Breaston,WR,15,94,2009
Correll Buckhalter,RB,14,94,2009
Braylon Edwards,WR,16,94,2009
Devery Henderson,WR,16,94,2009
Devin Hester,WR,13,94,2009
Nate Washington,WR,16,94,2009
Ryan Fitzpatrick,QB,10,93,2009
Donnie Avery,WR,16,92,2009
Davone Bess,WR,16,89,2009
Brady Quinn,QB,10,89,2009
Kevin Boss,TE,15,88,2009
Kenny Britt,WR,16,88,2009
Michael Bush,RB,16,87,2009
Fred Davis,TE,16,87,2009
Earl Bennett,WR,16,86,2009
Bernard Berrian,WR,16,86,2009
Jake Delhomme,QB,11,85,2009
Jabar Gaffney,WR,16,85,2009
Chester Taylor,RB,16,85,2009
Antonio Bryant,WR,13,84,2009
Malcom Floyd,WR,16,84,2009
Dwayne Bowe,WR,11,83,2009
Johnny Knox,WR,15,83,2009
Laveranues Coles,WR,16,82,2009
Owen Daniels,TE,8,82,2009
Kevin Faulk,RB,15,82,2009
Jacoby Jones,WR,14,82,2009
Mohamed Massaquoi,WR,16,80,2009
Ryan Moats,RB,14,80,2009
Jason Avant,WR,16,79,2009
Louis Murphy,WR,16,79,2009
Justin Fargas,RB,12,78,2009
Brian Hartline,WR,16,78,2009
Josh Morgan,WR,16,77,2009
Kevin Walter,WR,14,76,2009
Michael Crabtree,WR,11,75,2009
Marshawn Lynch,RB,13,75,2009
Jeremy Shockey,TE,13,75,2009
James Jones,WR,16,74,2009
Derrick Ward,RB,14,74,2009
Maurice Morris,RB,14,73,2009
Torry Holt,WR,15,72,2009
Michael Jenkins,WR,15,70,2009
Matt Moore,QB,7,70,2009
Ben Watson,TE,16,70,2009
Leonard Weaver,RB,16,70,2009
Marc Bulger,QB,9,69,2009
Bruce Gradkowski,QB,7,69,2009
Tashard Choice,RB,16,68,2009
Trent Edwards,QB,8,67,2009
Dustin Keller,TE,16,67,2009
Clinton Portis,RB,8,67,2009
Shonn Greene,RB,14,66,2009
Larry Johnson,RB,14,66,2009
Darren McFadden,RB,12,66,2009
Kerry Collins,QB,7,65,2009
Marcedes Lewis,TE,15,64,2009
Muhsin Muhammad,WR,14,64,2009
Donald Brown,RB,11,63,2009
Andre Caldwell,WR,16,63,2009
Mark Clayton,WR,14,63,2009
Josh Cribbs,WR,16,62,2009
Sammy Morris,RB,12,62,2009
Shaun Hill,QB,6,61,2009
Jamal Lewis,RB,9,61,2009
Bryant Johnson,WR,16,60,2009
Mike Thomas,WR,14,60,2009
Mike Tolbert,RB,16,58,2009
Brian Westbrook,RB,8,58,2009
Brandon Stokley,WR,16,57,2009
Justin Gage,WR,12,56,2009
Ted Ginn,WR,16,56,2009
Deion Branch,WR,14,55,2009
Greg Camarillo,WR,16,55,2009
Kelley Washington,WR,15,55,2009
Devin Aromashodu,WR,10,54,2009
Tony Scheffler,TE,15,54,2009
Rock Cartwright,RB,16,53,2009
Arian Foster,RB,6,53,2009
Antwaan Randle El,WR,16,53,2009
Fred Taylor,RB,6,53,2009
Ladell Betts,RB,10,51,2009
Willie Parker,RB,14,51,2009
Chris Brown,RB,14,50,2009
Brandon Jackson,RB,12,50,2009
Jerious Norwood,RB,10,50,2009
Bo Scaife,TE,14,50,2009
Devin Thomas,WR,14,50,2009
Bobby Wade,WR,12,50,2009
Chaz Schilens,WR,8,49,2009
Quinton Ganther,RB,8,48,2009
Will Heller,TE,16,48,2009
Mark Bradley,WR,13,47,2009
Daunte Culpepper,QB,8,47,2009
Brandon Pettigrew,RB,11,47,2009
Anthony Fasano,TE,14,46,2009
Kevin Kolb,QB,5,46,2009
JaMarcus Russell,QB,12,46,2009
Leon Washington,RB,7,46,2009
Sam Aiken,WR,14,45,2009
Chris Cooley,TE,7,45,2009
Daniel Fells,TE,14,45,2009
Seneca Wallace,QB,13,45,2009
Kyle Boller,QB,7,44,2009
Le'Ron McClain,RB,16,44,2009
Jordy Nelson,WR,13,44,2009
Chansi Stuckey,WR,15,44,2009
Lex Hilliard,RB,16,43,2009
Mewelde Moore,RB,16,43,2009
Dante Rosario,TE,14,43,2009
Maurice Stovall,WR,15,43,2009
Julian Edelman,WR,11,42,2009
Josh Johnson,QB,6,42,2009
Dennis Northcutt,WR,16,42,2009
Chris Redman,QB,6,42,2009
David Thomas,RB,15,42,2009
Brandon Gibson,WR,10,41,2009
Derek Anderson,QB,8,40,2009
Randy McMichael,TE,16,39,2009
Bernard Scott,RB,13,39,2009
Sammie Stroughter,WR,13,39,2009
Danny Amendola,WR,14,38,2009
Joel Dreessen,TE,16,38,2009
J.P. Foschi,TE,15,38,2009
Jeff King,TE,16,38,2009
Legedu Naanee,WR,15,38,2009
David Anderson,WR,16,37,2009
Glen Coffee,RB,14,36,2009
Chris Henry,WR,8,36,2009
Rashad Jennings,RB,15,36,2009
LenDale White,RB,13,36,2009
Daniel Graham,TE,16,35,2009
Spencer Havner,TE,16,35,2009
Malcolm Kelly,WR,16,35,2009
Josh Reed,WR,14,35,2009
Eddie Royal,WR,14,35,2009
Chris Jennings,RB,9,34,2009
Byron Leftwich,QB,3,34,2009
Zach Miller,TE,14,34,2009
Brad Smith,WR,13,34,2009
Donald Lee,TE,16,32,2009
Brian Leonard,RB,14,32,2009
Michael Clayton,WR,13,31,2009
Mike Sellers,RB,15,30,2009
Lynell Hamilton,RB,9,29,2009
Lance Moore,WR,7,29,2009
Michael Vick,QB,12,29,2009
Aaron Brown,WR,15,28,2009
Alge Crumpler,TE,16,28,2009
Joey Haynos,TE,16,28,2009
Johnnie Lee Higgins,WR,15,28,2009
Desmond Clark,TE,11,27,2009
Early Doucet,WR,9,27,2009
Heath Evans,RB,6,27,2009
Ben Patrick,TE,9,27,2009
Delanie Walker,TE,16,27,2009
Chris Baker,TE,16,26,2009
Isaac Bruce,WR,10,26,2009
Kellen Davis,TE,16,26,2009
Dwayne Jarrett,WR,13,26,2009
Sean Ryan,TE,10,26,2009
Marty Booker,WR,16,25,2009
Keenan Burton,WR,9,25,2009
David Clowney,WR,13,25,2009
Kenneth Darby,RB,16,25,2009
Domenik Hixon,WR,14,25,2009
John Kuhn,RB,14,25,2009
Gary Barnidge,TE,16,24,2009
Ahman Green,RB,8,24,2009
Justin Peelle,TE,15,24,2009
Charlie Frye,QB,3,23,2009
Leonard Pope,TE,13,23,2009
Laurent Robinson,WR,3,23,2009
Kahlil Bell,RB,7,22,2009
David Carr,QB,6,22,2009
Vonta Leach,RB,16,22,2009
Shawn Nelson,TE,12,22,2009
Chad Simpson,RB,14,22,2009
Eric Weems,WR,16,22,2009
Jason Hill,WR,11,21,2009
Darrius Heyward-Bey,WR,11,20,2009
Brad Hoover,RB,11,20,2009
Demetrius Williams,WR,12,20,2009
Marcus Mason,RB,10,19,2009
Robert Royal,TE,13,19,2009
Jerramy Stevens,TE,16,19,2009
Jerheme Urban,WR,10,19,2009
Garrett Wolfe,RB,8,19,2009
Jason Wright,RB,16,19,2009
Todd Yoder,TE,16,19,2009
Deon Butler,WR,16,18,2009
Jeff Dugan,TE,16,18,2009
Jerome Felton,RB,13,18,2009
Earnest Graham,RB,13,18,2009
Justin Griffith,RB,13,18,2009
Mike Hart,RB,9,18,2009
Sam Hurd,WR,16,18,2009
Lance Long,WR,8,18,2009
Ernest Wilford,TE,15,18,2009
Brodie Croyle,QB,3,17,2009
Dennis Dixon,QB,1,17,2009
Mike Furrey,WR,16,17,2009
Keith Null,QB,4,17,2009
Chad Pennington,QB,3,17,2009
Lousaka Polite,RB,16,17,2009
Martellus Bennett,TE,14,16,2009
Derek Hagan,WR,16,16,2009
Greg Lewis,WR,13,16,2009
Evan Moore,TE,5,16,2009
LaRod Stephens-Howling,RB,16,16,2009
Reggie Brown,WR,14,15,2009
Daniel Coats,TE,16,15,2009
Danny Ware,RB,8,15,2009
Danny Woodhead,WR,10,15,2009
Mike Cox,RB,16,14,2009
Brian Hoyer,QB,5,14,2009
Edgerrin James,RB,7,14,2009
Michael Bennett,RB,6,13,2009
Tim Castille,RB,7,13,2009
Casey Fitzsimmons,WR,12,13,2009
BenJarvus Green-Ellis,RB,12,13,2009
Steve Heiden,TE,7,13,2009
Peyton Hillis,RB,14,13,2009
Nate Hughes,WR,8,13,2009
Moran Norris,RB,16,13,2009
Tyrell Sutton,RB,7,13,2009
Naufahu Tahi,RB,15,13,2009
Anthony Becht,TE,16,12,2009
Brad Cottam,TE,8,12,2009
Michael Gaines,RB,10,12,2009
Brandon Lloyd,WR,2,12,2009
Ovie Mughelli,RB,14,12,2009
Jarett Dillard,WR,7,11,2009
Brian Finneran,WR,10,11,2009
Lavelle Hawkins,WR,10,11,2009
Tarvaris Jackson,QB,8,11,2009
Matt Leinart,QB,8,11,2009
Brian Robiskie,WR,11,11,2009
Tom Santi,TE,3,11,2009
Eldra Buckley,RB,16,10,2009
Jacob Hester,RB,15,10,2009
Ruvell Martin,WR,8,10,2009
Kevin Ogletree,WR,11,10,2009
Gary Russell,RB,12,10,2009
Dantrell Savage,RB,5,10,2009
Derek Schouman,TE,2,10,2009
Billy Volek,QB,4,10,2009
Billy Bajema,TE,16,9,2009
LaMont Jordan,RB,9,9,2009
Corey McIntyre,RB,15,9,2009
Matt Spaeth,RB,16,9,2009
Kory Sperry,TE,8,9,2009
Lawrence Vickers,RB,16,9,2009
Todd Watkins,WR,13,9,2009
Kris Wilson,TE,16,9,2009
Kevin Curtis,WR,3,8,2009
Darnell Dinkins,TE,11,8,2009
Ahmard Hall,RB,16,8,2009
Madison Hedgecock,RB,16,8,2009
Sinorice Moss,WR,8,8,2009
Owen Schmitt,RB,15,8,2009
Troy Smith,QB,4,8,2009
Drew Stanton,QB,3,8,2009
Tony Stewart,TE,15,8,2009
Pat White,QB,13,8,2009
Brian Clark,WR,14,7,2009
Jared Cook,TE,14,7,2009
Terrance Copper,WR,15,7,2009
Joey Galloway,WR,3,7,2009
Jim Kleinsasser,TE,16,7,2009
Chris Ogbonnaya,RB,2,7,2009
Louis Rankin,RB,9,7,2009
Travis Beckum,TE,15,6,2009
James Casey,TE,15,6,2009
Patrick Cobbs,RB,5,6,2009
Todd Collins,QB,3,6,2009
Andre' Davis,WR,14,6,2009
Craig Davis,WR,1,6,2009
Bobby Engram,WR,5,6,2009
Derek Fine,TE,8,6,2009
Mike Goodson,RB,8,6,2009
Ben Hartsock,TE,16,6,2009
Kenny Moore,WR,12,6,2009
Adrian Peterson,RB,14,6,2009
John Phillips,TE,16,6,2009
Tony Richardson,RB,16,6,2009
Gijon Robinson,RB,13,6,2009
Derrick Williams,WR,11,6,2009
Kellen Clemens,QB,10,5,2009
Quan Cosby,WR,16,5,2009
Greg Estandia,TE,6,5,2009
Samkon Gado,RB,15,5,2009
Jeremi Johnson,RB,16,5,2009
Quinten Lawrence,WR,6,5,2009
Javon Ringer,RB,7,5,2009
Aaron Stecker,RB,9,5,2009
Albert Young,RB,7,5,2009
Arnaz Battle,WR,15,4,2009
Rashied Davis,WR,16,4,2009
Korey Hall,RB,11,4,2009
Gartrell Johnson,RB,10,4,2009
Greg Jones,RB,13,4,2009
Ben Obomanu,WR,14,4,2009
Roscoe Parrish,WR,12,4,2009
Kolby Smith,RB,4,4,2009
Stephen Spach,TE,7,4,2009
Jonathan Stupar,TE,14,4,2009
Jacob Tamme,TE,16,4,2009
Tyler Thigpen,QB,2,4,2009
DeShawn Wynn,RB,4,4,2009
Hank Baskett,WR,12,3,2009
Darcy Johnson,TE,13,3,2009
Luke Lawton,RB,13,3,2009
Marko Mitchell,WR,10,3,2009
Jake Nordin,WR,4,3,2009
J.T. O'Sullivan,QB,3,3,2009
Michael Robinson,RB,15,3,2009
Alex Smith,WR,16,3,2009
L.J. Smith,TE,12,3,2009
Brian St. Pierre,QB,1,3,2009
Troy Williamson,WR,2,3,2009
Ramses Barden,WR,3,2,2009
Jackie Battle,RB,5,2,2009
Brian Brohm,QB,2,2,2009
Carey Davis,RB,6,2,2009
James Davis,,2,2,2009
Kyle Eckel,RB,7,2,2009
John Gilmore,TE,13,2,2009
Verron Haynes,RB,7,2,2009
Brandon Jones,WR,8,2,2009
Mike Karney,RB,14,2,2009
Dan Kreider,RB,14,2,2009
Brandon Myers,TE,11,2,2009
Xavier Omon,RB,5,2,2009
Kassim Osgood,WR,16,2,2009
John Owens,TE,16,2,2009
Jalen Parmele,RB,7,2,2009
Marcel Reece,WR,2,2,2009
Isaiah Stanback,WR,6,2,2009
Wallace Wright,WR,16,2,2009
Deon Anderson,RB,16,1,2009
Charlie Batch,QB,1,1,2009
Mark Brunell,QB,16,1,2009
Tim Carter,WR,2,1,2009
Yamon Figurs,WR,6,1,2009
Tyler Grisham,WR,4,1,2009
James Hardy,WR,2,1,2009
Anthony Hill,TE,5,1,2009
Tory Humphrey,TE,1,1,2009
David Johnson,TE,15,1,2009
Jaymar Johnson,WR,6,1,2009
Steve Johnson,WR,5,1,2009
Edgar Jones,TE,16,1,2009
Mark Jones,WR,3,1,2009
Jordan Kent,WR,5,1,2009
Joe Klopfenstein,TE,1,1,2009
Stefan Logan,WR,16,1,2009
Brandon Manumaleuna,RB,16,1,2009
Charly Martin,WR,7,1,2009
Jason McKie,RB,16,1,2009
Jake O'Connell,TE,4,1,2009
Bear Pascoe,TE,4,1,2009
Courtney Roby,WR,15,1,2009
Kory Sheets,RB,2,1,2009
Matthew Slater,WR,14,1,2009
Clifton Smith,RB,11,1,2009
Terrelle Smith,RB,8,1,2009
John Standeford,WR,2,1,2009
Limas Sweed,WR,9,1,2009
Brandon Tate,WR,2,1,2009
Javarris Williams,RB,4,1,2009
Jake Allen,,3,,2009
B.J. Askew,RB,5,,2009
Brock Bolen,,3,,2009
Colin Cloherty,TE,1,,2009
Andre Coleman,,2,,2009
James Dearth,,16,,2009
Biren Ealy,,1,,2009
Dominique Edison,,5,,2009
Tony Fiammetta,,10,,2009
Matt Flynn,QB,15,,2009
Eric Fowler,,3,,2009
Jeff Garcia,QB,1,,2009
Sam Giguere,,1,,2009
Anthony Gonzalez,,1,,2009
Dan Gronkowski,TE,2,,2009
Rex Grossman,QB,1,,2009
Matt Gutierrez,QB,1,,2009
Justin Harper,,2,,2009
Clark Harris,,11,,2009
Mike Hass,,1,,2009
Chris Henry,,2,,2009
Darius Hill,,1,,2009
Nathan Hodel,,1,,2009
Kareem Huggins,,3,,2009
Juaquin Iglesias,,1,,2009
Justin Jenkins,WR,12,,2009
Adam Jennings,,1,,2009
Brian Jennings,,16,,2009
Quinn Johnson,RB,9,,2009
Nate Jones,,1,,2009
Matt Lawrence,RB,8,,2009
Mike Leach,,16,,2009
J.P. Losman,QB,1,,2009
Elbert Mack,,15,,2009
Marcus Mailei,,2,,2009
Glenn Martinez,,7,,2009
Michael Matthews,,7,,2009
Josh McCown,QB,1,,2009
Luke McCown,QB,3,,2009
Shaun McDonald,,4,,2009
Kenny McKinley,,8,,2009
Sean Morey,,13,,2009
Cameron Morrah,TE,3,,2009
Matthew Mulligan,TE,5,,2009
Jordan Norwood,,1,,2009
Oren O'Neal,RB,4,,2009
Buck Ortega,,1,,2009
Montell Owens,RB,16,,2009
Curtis Painter,QB,2,,2009
Cedric Peerman,,2,,2009
Zach Potter,TE,1,,2009
Chris Pressley,RB,7,,2009
Maurice Purify,,5,,2009
Richard Quinn,,15,,2009
Isaac Redman,,1,,2009
Jeff Robinson,,2,,2009
Jerome Simpson,,2,,2009
Justin Snow,,16,,2009
Jim Sorgi,,1,,2009
Micheal Spurlock,WR,6,,2009
Derek Stanley,,2,,2009
Craig Stevens,,12,,2009
Brad St. Louis,,5,,2009
Frank Summers,,2,,2009
Brett Swain,,6,,2009
Patrick Turner,,2,,2009
David Tyree,,10,,2009
Tiquan Underwood,,3,,2009
Javon Walker,,3,,2009
Chauncey Washington,,2,,2009
Matt Willis,,1,,2009
George Wilson,,16,,2009
Joe Zelenka,,5,,2009
Keith Zinger,,15,,2009
Chris Simms,QB,3,-1,2009
Caleb Hanie,QB,2,-2,2009
