name,position,games,points,year
Woodrow Dantzler,,5,4,2002
Jake Delhomme,QB,4,4,2002
Charles Johnson,WR,16,4,2002
Andre King,WR,11,4,2002
Shaun King,QB,3,4,2002
Jake Soliday,WR,4,4,2002
Karsten Bailey,WR,7,3,2002
Shawn Bryson,RB,6,3,2002
Phillip Crosby,RB,16,3,2002
Doug Flutie,QB,1,3,2002
Cedric James,WR,5,3,2002
Patrick Pass,RB,15,3,2002
Cory Sauter,QB,1,3,2002
Daimon Shelton,RB,12,3,2002
Terrelle Smith,RB,16,3,2002
Todd Yoder,TE,16,3,2002
Robert Baker,WR,10,2,2002
Reggie Barlow,WR,2,2,2002
Todd Bouman,QB,1,2,2002
Jason Dunn,TE,11,2,2002
Jim Finn,RB,12,2,2002
Javin Hunter,WR,12,2,2002
Jermaine Lewis,WR,12,2,2002
Mike Lucky,TE,16,2,2002
Joe Montgomery,RB,3,2,2002
Yo Murphy,WR,11,2,2002
Justin Peelle,WR,15,2,2002
Akili Smith,QB,1,2,2002
Chris Weinke,QB,6,2,2002
Chris Baker,TE,12,1,2002
Mike Bartrum,TE,16,1,2002
Eddie Berlin,WR,16,1,2002
Joe Burns,RB,10,1,2002
Bryan Gilmore,WR,7,1,2002
Jay Graham,RB,3,1,2002
Drew Haddad,WR,1,1,2002
Lamont Hall,TE,16,1,2002
Atnaf Harris,WR,1,1,2002
Frisman Jackson,WR,7,1,2002
Travis Jervey,RB,6,1,2002
Curtis Keaton,RB,6,1,2002
Marcus Knight,WR,16,1,2002
George Layne,RB,2,1,2002
Chris Luzar,TE,12,1,2002
Fred McAfee,RB,11,1,2002
Jason McKie,RB,1,1,2002
Matt Murphy,TE,3,1,2002
Neil O'Donnell,QB,4,1,2002
Jesse Palmer,QB,2,1,2002
J.R. Redmond,RB,9,1,2002
Detron Smith,RB,11,1,2002
Leonard Stephens,TE,5,1,2002
Travis Stephens,RB,1,1,2002
Tony Stewart,TE,3,1,2002
Stephen Trejo,RB,16,1,2002
Patrick Washington,RB,14,1,2002
Tory Woodbury,QB,2,1,2002
Dan Alexander,,3,,2002
John Allred,,13,,2002
Mark Anelli,,2,,2002
Mike Banks,,12,,2002
Alex Bannister,,16,,2002
Bradford Banta,,16,,2002
Darian Barnes,,6,,2002
Marco Battaglia,,3,,2002
Nathan Black,,5,,2002
R.J. Bowers,,4,,2002
Sean Brewer,,3,,2002
Anthony Bright,,1,,2002
Jeremy Brigham,,1,,2002
Jonathan Carter,,1,,2002
Matt Cercone,,3,,2002
Darrin Chiaverini,,7,,2002
Brad Christenson,,1,,2002
Fred Coleman,,1,,2002
KaRon Coleman,,2,,2002
Scott Covington,QB,1,,2002
Casey Crawford,,4,,2002
Matt Cushing,TE,6,,2002
Rohan Davey,QB,2,,2002
James Dearth,,16,,2002
Autry Denson,RB,1,,2002
Darnell Dinkins,,2,,2002
Derek Dorris,,6,,2002
Dameane Douglas,,16,,2002
Deon Dyer,,13,,2002
Chris Edmonds,,8,,2002
Jamin Elliott,,2,,2002
Mondriel Fulcher,,2,,2002
Sam Gash,,11,,2002
Cory Geason,,10,,2002
Dondre Gilliam,,2,,2002
Joey Goodspeed,,12,,2002
Tim Hasselbeck,,2,,2002
Herb Haygood,,4,,2002
Keith Heinrich,,4,,2002
Chris Hetherington,TE,6,,2002
Darrell Hill,,7,,2002
Madre Hill,,2,,2002
Nathan Hodel,,16,,2002
Damon Huard,QB,2,,2002
Dameon Hunter,,1,,2002
Richard Huntley,RB,3,,2002
Chris Jackson,,1,,2002
Jarious Jackson,,1,,2002
Terry Jackson,,5,,2002
Brian Jennings,,16,,2002
James Jett,,1,,2002
James Jordan,,6,,2002
Elvis Joseph,,15,,2002
Jarmar Julien,,2,,2002
Trey Junkin,,0,,2002
Mike Leach,,8,,2002
Charles Lee,,1,,2002
Derrick Lewis,,1,,2002
Dane Looker,,3,,2002
Lee Mays,,16,,2002
Josh McCown,QB,2,,2002
Brady McDonnell,,6,,2002
Dennis McKinley,,12,,2002
Eric Metcalf,WR,1,,2002
Snoop Minnis,WR,2,,2002
Herman Moore,,1,,2002
Moran Norris,,13,,2002
Jeff Ogden,,3,,2002
Dan O'Leary,,9,,2002
Ed Perry,,16,,2002
Jeb Putzier,,3,,2002
Jonathan Quinn,,1,,2002
Derek Rackley,,16,,2002
Jimmy Redmond,,14,,2002
Jamal Robertson,,6,,2002
Micah Ross,,16,,2002
Rod Rutledge,,7,,2002
Tony Simmons,,4,,2002
Justin Skaggs,,1,,2002
Rod Smart,RB,16,,2002
Maurice Smith,,2,,2002
Justin Snow,,16,,2002
Ed Stansbury,,1,,2002
Brad St. Louis,,16,,2002
Vinny Sutherland,,3,,2002
Marques Tuiasosopo,QB,3,,2002
Alex Van Pelt,QB,2,,2002
Damon Washington,,12,,2002
Alvis Whitted,,9,,2002
Marcus Williams,,14,,2002
Randal Williams,,11,,2002
James Wofford,,9,,2002
Milton Wynn,,3,,2002
Joe Zelenka,,16,,2002
Rabih Abdullah,,16,-1,2002
Ronald Curry,,1,-1,2002
Damon Gibson,,2,-1,2002
Kahlil Hill,,1,-1,2002
Albert Johnson,,4,-1,2002
Brody Liddiard,,16,-1,2002
Sean McDermott,,16,-1,2002
Frank Murphy,,5,-1,2002
Sage Rosenfels,QB,4,-1,2002
Delvin Joyce,RB,12,-2,2002
Nick Davis,WR,15,-3,2002
