name,position,games,points,year
Maurice Hicks,RB,16,28,2006
Lorenzo Neal,RB,16,28,2006
Michael Robinson,RB,16,28,2006
T.J. Duckett,RB,10,27,2006
Brandon Manumaleuna,TE,16,27,2006
Ben Troupe,TE,10,27,2006
Chris Weinke,QB,3,27,2006
Jason Wright,RB,13,27,2006
A.J. Feeley,QB,2,26,2006
Brad Hoover,RB,16,26,2006
Dennis Northcutt,WR,13,26,2006
Adrian Peterson,RB,16,25,2006
Bubba Franks,TE,16,23,2006
Cleo Lemon,QB,4,23,2006
Kris Mangum,TE,15,23,2006
Zack Crockett,RB,16,22,2006
Nick Goings,RB,11,22,2006
Mike Sellers,RB,16,22,2006
Chris Taylor,RB,4,22,2006
David Thomas,TE,15,22,2006
Heath Evans,RB,16,21,2006
Quinn Gray,QB,2,21,2006
John Madsen,WR,15,21,2006
Sage Rosenfels,QB,4,21,2006
James Thrash,WR,16,21,2006
Jabar Gaffney,WR,11,20,2006
Shaun McDonald,WR,16,20,2006
Chris Simms,QB,3,20,2006
Aaron Stecker,RB,12,20,2006
David Kircus,WR,16,19,2006
Marcedes Lewis,TE,15,19,2006
Obafemi Ayanbadejo,RB,14,18,2006
Anthony Becht,TE,16,18,2006
Mark Bruener,TE,15,18,2006
Ciatrick Fason,RB,5,18,2006
Jason McKie,RB,15,18,2006
Justin Peelle,WR,15,18,2006
Tony Stewart,TE,16,18,2006
Kelley Washington,WR,5,18,2006
Adam Bergen,TE,14,17,2006
Tony Fisher,RB,8,17,2006
Verron Haynes,RB,7,17,2006
Jamal Jones,WR,12,17,2006
Corey Bradford,WR,9,16,2006
Chris Brown,RB,5,16,2006
Shawn Bryson,RB,6,16,2006
Mark Campbell,TE,14,16,2006
Kerry Collins,QB,4,16,2006
John Gilmore,WR,16,16,2006
Ahmard Hall,WR,14,16,2006
Bethel Johnson,WR,11,16,2006
Moran Norris,RB,14,16,2006
Alvin Pearman,RB,13,16,2006
Leonard Pope,TE,16,16,2006
Brad Smith,QB,16,16,2006
Kevin Walter,WR,16,16,2006
Mike Williams,WR,8,16,2006
Michael Gaines,TE,16,15,2006
Az-Zahir Hakim,WR,6,15,2006
Jeremi Johnson,RB,16,15,2006
Donald Lee,TE,15,15,2006
Billy Miller,TE,10,15,2006
Brandon Stokley,WR,4,15,2006
Thomas Tapeh,RB,16,15,2006
Tim Dwight,WR,9,14,2006
Aaron Moorehead,WR,12,14,2006
Jason Avant,WR,8,13,2006
Jameel Cook,RB,11,13,2006
Anthony Fasano,WR,16,13,2006
Carlyle Holiday,WR,8,13,2006
Kyle Johnson,RB,14,13,2006
Jeb Putzier,TE,14,13,2006
Maurice Stovall,WR,9,13,2006
Jerame Tuman,TE,15,13,2006
Aveion Cason,RB,6,12,2006
Ernie Conwell,TE,7,12,2006
Vonta Leach,RB,12,12,2006
Tony Richardson,RB,9,12,2006
Roydell Williams,WR,14,12,2006
David Givens,WR,5,11,2006
Jerome Harrison,RB,10,11,2006
Damien Nash,RB,3,11,2006
Richard Owens,TE,16,11,2006
Cecil Sapp,RB,11,11,2006
Jamaal Branch,RB,1,10,2006
Dominique Byrd,TE,5,10,2006
Josh Cribbs,WR,16,10,2006
Jeff Dugan,TE,7,10,2006
Jamie Martin,QB,16,10,2006
Chris Perry,RB,6,10,2006
Marcus Pollard,RB,15,10,2006
Matt Schaub,QB,16,10,2006
Robert Ferguson,WR,4,9,2006
Will Heller,TE,16,9,2006
Tab Perry,WR,2,9,2006
Koren Robinson,WR,4,9,2006
Tyson Thompson,RB,7,9,2006
J.J. Arrington,RB,16,8,2006
Dwayne Blakley,TE,16,8,2006
Brian Griese,QB,6,8,2006
Sam Hurd,WR,15,8,2006
Travis Minor,RB,16,8,2006
Visanthe Shiancoe,TE,16,8,2006
Derrick Blaylock,RB,4,7,2006
Darnell Dinkins,TE,14,7,2006
Jim Finn,RB,16,7,2006
Casey Fitzsimmons,WR,11,7,2006
Justin Gage,WR,8,7,2006
Ben Hartsock,TE,6,7,2006
Dan Kreider,RB,16,7,2006
Fred McAfee,RB,4,7,2006
Fred McCrary,RB,15,7,2006
Itula Mili,TE,10,7,2006
Ryan Moats,RB,8,7,2006
Johnnie Morant,WR,10,7,2006
Aaron Walker,TE,16,7,2006
Charlie Whitehurst,QB,2,7,2006
B.J. Askew,RB,13,6,2006
Ran Carthon,RB,3,6,2006
Keary Colbert,WR,12,6,2006
Earnest Graham,RB,16,6,2006
William Henderson,RB,14,6,2006
Michael Jennings,WR,8,6,2006
Jeff King,TE,12,6,2006
Brandon Miree,RB,10,6,2006
Clarence Moore,WR,10,6,2006
Ryan Neufeld,TE,9,6,2006
Marques Tuiasosopo,QB,2,6,2006
Lawrence Vickers,RB,16,6,2006
Paris Warren,WR,8,6,2006
Todd Yoder,TE,14,6,2006
Brad Cieslak,RB,7,5,2006
Cortez Hankton,WR,12,5,2006
Nate Jackson,TE,11,5,2006
Jim Kleinsasser,TE,16,5,2006
Patrick Pass,RB,3,5,2006
Taye Biddle,WR,2,4,2006
Brooks Bollinger,QB,2,4,2006
Kyle Brady,TE,16,4,2006
Brian Calhoun,RB,7,4,2006
Ronnie Cruz,RB,5,4,2006
Jason Dunn,TE,15,4,2006
Devale Ellis,WR,9,4,2006
Reno Mahe,RB,12,4,2006
John Owens,TE,5,4,2006
Lousaka Polite,RB,12,4,2006
Gabe Reid,RB,13,4,2006
Sean Ryan,RB,16,4,2006
Cory Schlesinger,RB,14,4,2006
Daimon Shelton,RB,14,4,2006
Terrelle Smith,RB,16,4,2006
Lee Suggs,RB,4,4,2006
Vinny Testaverde,QB,3,4,2006
David Anderson,WR,9,3,2006
John Bronson,RB,2,3,2006
Dee Brown,RB,15,3,2006
Karl Hankton,WR,16,3,2006
Madison Hedgecock,RB,16,3,2006
Taylor Jacobs,WR,8,3,2006
John Kuhn,RB,9,3,2006
Sean McHugh,RB,6,3,2006
Sean Morey,WR,16,3,2006
Sinorice Moss,WR,6,3,2006
Martin Nance,WR,1,3,2006
David Patten,WR,5,3,2006
Andrew Pinnock,RB,3,3,2006
Ricky Proehl,WR,2,3,2006
Courtney Roby,WR,12,3,2006
Aaron Rodgers,QB,2,3,2006
Eric Shelton,RB,9,3,2006
Edell Shepherd,WR,7,3,2006
Micheal Spurlock,WR,1,3,2006
Delanie Walker,TE,7,3,2006
Travis Wilson,WR,4,3,2006
Derrick Wimbush,RB,12,3,2006
Darian Barnes,RB,16,2,2006
Rock Cartwright,RB,16,2,2006
Matt Cassel,QB,6,2,2006
Antonio Chatman,WR,3,2,2006
Christian Fauria,TE,9,2,2006
Chris Francies,WR,7,2,2006
Rod Gardner,WR,14,2,2006
Justin Green,RB,12,2,2006
Kay-Jay Harris,RB,7,2,2006
Kelvin Kight,WR,4,2,2006
Nate Lawrie,TE,7,2,2006
Josh McCown,QB,2,2,2006
Chad Morton,RB,15,2,2006
Chad Mustard,TE,12,2,2006
Jerry Porter,WR,4,2,2006
Quinn Sypniewski,TE,16,2,2006
LaBrandon Toefield,RB,4,2,2006
Fred Wakefield,WR,16,2,2006
Jeff Webb,WR,10,2,2006
Walter Young,WR,2,2,2006
James Adkisson,TE,2,1,2006
Rich Alexis,RB,1,1,2006
Will Buchanon,WR,1,1,2006
Bam Childress,WR,2,1,2006
Kellen Clemens,QB,2,1,2006
Cedric Cobbs,RB,2,1,2006
Casey Cramer,TE,15,1,2006
Andre' Davis,WR,16,1,2006
Eddie Drummond,WR,14,1,2006
Gus Frerotte,QB,1,1,2006
James Hodgins,RB,6,1,2006
Oliver Hoyte,RB,12,1,2006
Doug Jolley,TE,11,1,2006
Keylon Kincade,RB,1,1,2006
Derrick Lewis,WR,4,1,2006
Dane Looker,WR,16,1,2006
Corey McIntyre,RB,4,1,2006
Reggie McNeal,WR,7,1,2006
Dave Moore,TE,13,1,2006
Lance Moore,WR,4,1,2006
Josh Parry,RB,8,1,2006
Derrick Ross,RB,7,1,2006
Cliff Russell,WR,3,1,2006
A.J. Schable,RB,11,1,2006
Jerald Sowell,RB,11,1,2006
Cooper Wallace,TE,2,1,2006
Marquis Weeks,RB,10,1,2006
Sam Aiken,,15,,2006
Zac Alcorn,,6,,2006
Billy Bajema,,16,,2006
Alex Bannister,,2,,2006
Mike Bartrum,,11,,2006
Brett Basanez,QB,1,,2006
Eric Beverly,TE,16,,2006
Shaun Bodiford,,6,,2006
Nehemiah Broughton,,2,,2006
Greg Camarillo,,4,,2006
Jason Carter,,1,,2006
Brian Clark,,6,,2006
Patrick Cobbs,,3,,2006
Todd Collins,,1,,2006
Airese Currie,,1,,2006
Tony Curtis,,4,,2006
Devard Darling,,1,,2006
James Dearth,,16,,2006
Koy Detmer,,1,,2006
Todd Devoe,,1,,2006
De Dorsey,,13,,2006
Ken Dorsey,QB,1,,2006
Kevin Dudley,,1,,2006
Adimchinobe Echemandu,,4,,2006
Jamin Elliott,,1,,2006
Mike Espy,,1,,2006
Tim Euhus,,1,,2006
Kevin Everett,WR,16,,2006
Ryan Fitzpatrick,QB,1,,2006
Quinton Ganther,,2,,2006
Lamar Gordon,RB,1,,2006
Skyler Green,,2,,2006
Justin Hamilton,,10,,2006
Ryan Hannam,,2,,2006
Chris Hetherington,RB,3,,2006
Nathan Hodel,,16,,2006
Glenn Holt,WR,11,,2006
Tory Humphrey,,7,,2006
Marlion Jackson,RB,1,,2006
Adam Jennings,WR,15,,2006
Brian Jennings,,16,,2006
Darcy Johnson,,1,,2006
Bennie Joppru,,6,,2006
Keith Joseph,,1,,2006
Kevin Kasper,,1,,2006
Ethan Kilmer,,16,,2006
Brian Kozlowski,TE,3,,2006
Mike Leach,,16,,2006
Jared Lorenzen,QB,2,,2006
Maurice Mann,,1,,2006
Tim Massaquoi,,7,,2006
Jerome Mathis,,2,,2006
Lee Mays,,1,,2006
Quincy Morgan,,7,,2006
Kendrick Mosley,,1,,2006
Matt Murphy,,2,,2006
Kassim Osgood,,16,,2006
Chad Owens,,4,,2006
Montell Owens,,14,,2006
Bruce Perry,,3,,2006
P.J. Pope,,1,,2006
Derek Rackley,,15,,2006
Jason Rader,,5,,2006
Patrick Ramsey,QB,1,,2006
Jamaica Rector,,1,,2006
Willie Reid,,1,,2006
Jamal Robertson,,1,,2006
Cory Ross,,4,,2006
J.D. Runnels,,2,,2006
Mike Seidman,,3,,2006
James Sims,,2,,2006
Jonathan Smith,,2,,2006
Paul Smith,,10,,2006
Justin Snow,,16,,2006
Jim Sorgi,,1,,2006
Duce Staley,,1,,2006
Brad St. Louis,,16,,2006
Boone Stutz,,16,,2006
Andy Thorn,,1,,2006
Stacy Tutt,,2,,2006
Marcus Vick,,1,,2006
Billy Volek,QB,1,,2006
Derrick Ward,,8,,2006
Brandon Williams,,13,,2006
Shaud Williams,RB,5,,2006
Quincy Wilson,RB,3,,2006
Anthony Wright,QB,4,,2006
Wallace Wright,,5,,2006
Kevin Youngblood,,1,,2006
Joe Zelenka,,16,,2006
Ingle Martin,QB,1,-1,2006
Brodie Croyle,QB,2,-3,2006
