name,position,games,points,year
Peerless Price,WR,16,102,2003
Tai Streets,WR,16,102,2003
Marcel Shipp,RB,16,101,2003
Bobby Engram,RB,16,100,2003
Rod Gardner,WR,16,100,2003
Deion Branch,WR,15,99,2003
Ike Hilliard,WR,13,99,2003
Thomas Jones,RB,16,99,2003
Jerry Rice,WR,16,99,2003
Bobby Shaw,WR,16,97,2003
Marty Booker,WR,13,95,2003
Dennis Northcutt,WR,15,93,2003
Antowain Smith,RB,13,91,2003
Andre' Davis,WR,16,90,2003
Kelly Holcomb,QB,10,89,2003
Travis Taylor,WR,16,87,2003
Amos Zereoue,RB,16,86,2003
David Givens,WR,13,85,2003
Eric Moulds,WR,13,84,2003
Kelly Campbell,RB,15,83,2003
Rock Cartwright,RB,15,83,2003
Doug Johnson,QB,10,82,2003
Jerome Pathon,WR,16,82,2003
Joey Galloway,WR,15,81,2003
Kevin Johnson,WR,15,81,2003
Marcus Robinson,WR,15,81,2003
Vinny Testaverde,QB,7,81,2003
Trung Canidate,RB,11,79,2003
Donald Driver,WR,15,79,2003
Ashley Lelie,WR,16,79,2003
Tim Couch,QB,10,78,2003
Keyshawn Johnson,WR,10,78,2003
Dez White,WR,15,78,2003
Az-Zahir Hakim,WR,14,77,2003
Curtis Conway,WR,16,76,2003
DeShaun Foster,RB,14,76,2003
Darnerien McCants,WR,15,76,2003
Drew Bennett,WR,12,75,2003
Kyle Boller,QB,11,75,2003
Robert Ferguson,WR,15,75,2003
Josh Reed,WR,16,75,2003
Anthony Wright,QB,7,75,2003
Troy Brown,WR,12,74,2003
Corey Dillon,RB,13,73,2003
Josh McCown,QB,8,71,2003
Corey Bradford,WR,16,70,2003
Dane Looker,WR,16,70,2003
Tim Brown,WR,16,69,2003
Rich Gannon,QB,7,69,2003
Quincy Morgan,WR,16,69,2003
Jamel White,RB,16,69,2003
James Jackson,RB,12,68,2003
Todd Pinkston,WR,16,68,2003
Antonio Bryant,WR,16,67,2003
William Green,RB,7,67,2003
Rick Mirer,QB,9,67,2003
Freddie Mitchell,WR,16,67,2003
Donte' Stallworth,WR,11,67,2003
James Thrash,WR,16,67,2003
Troy Edwards,WR,13,66,2003
Daniel Graham,TE,14,65,2003
Michael Vick,QB,5,65,2003
Michael Bennett,RB,8,64,2003
Troy Walters,WR,15,64,2003
Ricky Proehl,WR,16,63,2003
Anthony Becht,TE,16,62,2003
Zack Crockett,RB,16,62,2003
Mike Anderson,RB,12,61,2003
Arlen Harris,RB,16,60,2003
Tony Fisher,RB,15,59,2003
Nate Burleson,WR,16,58,2003
Najeh Davenport,RB,15,58,2003
Tim Rattay,QB,11,58,2003
Olandis Gary,RB,13,57,2003
Charles Lee,WR,8,57,2003
Tyrone Calico,WR,14,56,2003
Dante Hall,WR,16,56,2003
Erron Kinney,TE,16,56,2003
Desmond Clark,TE,15,55,2003
Mikhael Ricks,TE,16,55,2003
Ladell Betts,RB,9,54,2003
Jabar Gaffney,WR,16,54,2003
James McKnight,WR,15,54,2003
Billy Miller,TE,16,54,2003
Kelley Washington,WR,16,54,2003
Gus Frerotte,QB,16,53,2003
LaMont Jordan,RB,16,53,2003
Stacey Mack,RB,8,53,2003
Chester Taylor,RB,16,53,2003
Bubba Franks,TE,16,52,2003
Bill Schroeder,WR,16,52,2003
Antonio Gates,TE,15,51,2003
Tim Hasselbeck,QB,7,51,2003
LaBrandon Toefield,RB,16,51,2003
Cedrick Wilson,WR,16,51,2003
Aveion Cason,RB,10,50,2003
Bryant Johnson,WR,15,50,2003
Antwaan Randle El,WR,16,50,2003
Jerald Sowell,RB,16,50,2003
Jed Weaver,TE,16,50,2003
Brian Finneran,WR,12,49,2003
Ricky Williams,RB,13,49,2003
Emmitt Smith,RB,10,48,2003
Scotty Anderson,WR,9,47,2003
Derrick Blaylock,RB,16,47,2003
Justin Gage,WR,10,46,2003
Robert Holcombe,RB,15,46,2003
Chad Morton,RB,15,46,2003
Eric Parker,RB,8,45,2003
Matt Schobel,TE,15,45,2003
Mack Strong,RB,16,45,2003
Tony Banks,QB,7,44,2003
Chris Chandler,QB,8,44,2003
Charles Rogers,WR,5,44,2003
Mike Cloud,RB,5,43,2003
Jerry Porter,WR,10,43,2003
David Terrell,WR,16,43,2003
Lamar Gordon,RB,10,42,2003
Brian Griese,QB,5,42,2003
Dorsey Levens,RB,11,42,2003
Billy Volek,QB,7,42,2003
Brandon Bennett,RB,16,41,2003
Ernie Conwell,TE,10,41,2003
Christian Fauria,TE,16,41,2003
Justin Griffith,WR,16,41,2003
Quentin Griffin,RB,10,41,2003
Lee Suggs,RB,7,41,2003
Jason Witten,TE,15,41,2003
Mark Campbell,TE,16,40,2003
Dallas Clark,TE,10,40,2003
Kassim Osgood,WR,16,40,2003
William Henderson,RB,16,39,2003
Brandon Stokley,WR,6,39,2003
Cory Schlesinger,RB,16,38,2003
L.J. Smith,TE,15,38,2003
Brandon Manumaleuna,WR,16,37,2003
Derrius Thompson,WR,16,36,2003
Mark Brunell,QB,3,35,2003
Wayne Chrebet,WR,7,35,2003
Brock Forsey,RB,9,35,2003
Chad Lewis,TE,16,35,2003
Brandon Lloyd,WR,16,35,2003
Kyle Brady,TE,16,34,2003
Terry Jones,TE,16,34,2003
Bryan Gilmore,WR,14,33,2003
Maurice Morris,RB,16,33,2003
Matthew Hatchette,WR,6,32,2003
Bethel Johnson,WR,15,32,2003
Tim Carter,WR,12,31,2003
Doug Jolley,TE,15,31,2003
Ken Dilger,TE,15,30,2003
Chris Doering,WR,16,30,2003
Marc Edwards,RB,16,30,2003
Stanley Pritchett,RB,16,30,2003
Michael Lewis,WR,13,29,2003
Frank Wycheck,TE,10,29,2003
Mike Alstott,RB,4,28,2003
Chris Brown,RB,11,28,2003
Tim Dwight,WR,9,28,2003
Casey Fitzsimmons,TE,16,28,2003
Jesse Palmer,QB,6,28,2003
Dominic Rhodes,RB,11,28,2003
Wesley Walls,TE,14,28,2003
Fred Beasley,RB,16,27,2003
Travis Minor,RB,16,27,2003
Jon Ritchie,RB,16,27,2003
George Wrighster,TE,15,27,2003
Dan Campbell,TE,16,26,2003
Larry Centers,RB,9,25,2003
Jeremi Johnson,RB,16,24,2003
Joe Jurevicius,WR,5,24,2003
Nate Poole,WR,15,24,2003
Nick Goings,RB,15,23,2003
Rex Grossman,QB,3,23,2003
Patrick Johnson,WR,16,23,2003
Sammy Morris,RB,9,23,2003
Aaron Stecker,RB,16,23,2003
Reuben Droughns,RB,15,22,2003
Jason Dunn,TE,16,22,2003
Jimmy Farris,WR,16,22,2003
D'Wayne Bates,WR,10,21,2003
Justin Fargas,RB,10,21,2003
Chris Fuamatu-Ma'afala,RB,13,21,2003
Tony Stewart,TE,16,21,2003
Dan Kreider,RB,16,20,2003
Kris Mangum,TE,16,20,2003
David Martin,TE,16,20,2003
Ed McCaffrey,WR,12,20,2003
Dave Moore,TE,15,20,2003
James Mungro,RB,7,20,2003
Jay Riemersma,TE,11,20,2003
David Tyree,WR,16,20,2003
Alvis Whitted,WR,16,20,2003
Mike Furrey,WR,13,19,2003
Teyo Johnson,TE,16,19,2003
Justin Peelle,TE,15,19,2003
Todd Yoder,TE,16,19,2003
Joe Burns,RB,16,18,2003
Jameel Cook,RB,14,18,2003
Keith Heinrich,RB,7,18,2003
James Hodgins,RB,16,18,2003
Rob Konrad,TE,14,18,2003
Visanthe Shiancoe,TE,16,18,2003
Aaron Walker,TE,16,18,2003
Cortez Hankton,WR,16,17,2003
Donald Lee,TE,16,17,2003
Frank Sanders,WR,13,17,2003
Dedric Ward,WR,7,17,2003
Kurt Warner,QB,2,17,2003
Marc Boerigter,WR,15,16,2003
Danny Kanell,QB,5,16,2003
Shad Meier,TE,15,16,2003
Lorenzo Neal,RB,16,16,2003
Marcellus Rivers,TE,12,16,2003
Darnell Sanders,WR,16,16,2003
Steve Beuerlein,QB,4,15,2003
Jonathan Carter,WR,9,15,2003
Brad Hoover,RB,16,15,2003
Larry Johnson,RB,6,15,2003
Neil O'Donnell,QB,1,15,2003
Musa Smith,RB,11,15,2003
J.J. Stokes,WR,7,15,2003
Bobby Wade,WR,12,15,2003
Derick Armstrong,WR,8,14,2003
Chris Baker,TE,16,14,2003
Ki-Jana Carter,RB,8,14,2003
Cam Cleeland,RB,16,14,2003
Antonio Freeman,WR,15,14,2003
Reggie Kelly,TE,12,14,2003
Adrian Murrell,RB,3,14,2003
David Patten,WR,6,14,2003
Artose Pinner,RB,3,14,2003
Alan Ricard,RB,16,14,2003
Tony Richardson,RB,16,14,2003
Jamal Robertson,RB,9,14,2003
Jermaine Wiggins,TE,16,14,2003
Karl Williams,WR,13,14,2003
David Allen,RB,14,13,2003
Steve Bush,WR,16,13,2003
Steve Heiden,TE,9,13,2003
Tony Hollings,RB,14,13,2003
Kurt Kittner,QB,7,13,2003
Josh Norman,TE,7,13,2003
Jeff Robinson,TE,16,13,2003
Alex Bannister,WR,16,12,2003
Erik Bickerstaff,RB,4,12,2003
Reche Caldwell,WR,9,12,2003
Jim Finn,RB,15,12,2003
Verron Haynes,RB,12,12,2003
Quentin McCord,WR,9,12,2003
Brian Mitchell,RB,16,12,2003
Eddie Berlin,WR,14,11,2003
Dwayne Carswell,TE,16,11,2003
Reggie Swinton,WR,12,11,2003
Jerame Tuman,TE,16,11,2003
Damien Anderson,RB,16,10,2003
Rickey Dudley,TE,7,10,2003
Dondre Gilliam,WR,5,10,2003
Taylor Jacobs,WR,8,10,2003
Greg Lewis,WR,11,10,2003
Aaron Moorehead,WR,7,10,2003
Rabih Abdullah,RB,15,9,2003
Reggie Barlow,WR,11,9,2003
Todd Bouman,QB,4,9,2003
Zeron Flemister,TE,12,9,2003
Sam Gash,RB,16,9,2003
Andre King,WR,15,9,2003
Shaun King,QB,3,9,2003
Brian Kozlowski,TE,16,9,2003
Kevin Swayne,WR,15,9,2003
Marques Tuiasosopo,QB,4,9,2003
John Avery,RB,6,8,2003
Woodrow Dantzler,RB,9,8,2003
Will Heller,TE,9,8,2003
Jabari Holloway,TE,15,8,2003
Bryan Johnson,RB,16,8,2003
Kevin Lockett,WR,3,8,2003
Dustin Lyman,TE,9,8,2003
Adrian Peterson,RB,6,8,2003
Dave Ragone,QB,2,8,2003
Mark Bruener,TE,14,7,2003
Jesse Chatman,RB,16,7,2003
Clarence Coleman,WR,14,7,2003
David Garrard,QB,2,7,2003
Shaun McDonald,WR,8,7,2003
Jimmy Redmond,WR,12,7,2003
O.J. Santiago,TE,12,7,2003
Jerramy Stevens,RB,16,7,2003
R.J. Bowers,RB,1,6,2003
Avon Cobourne,RB,7,6,2003
Heath Evans,RB,14,6,2003
Ryan Neufeld,WR,16,6,2003
Kendall Newson,WR,6,6,2003
Walter Rasby,TE,16,6,2003
Sage Rosenfels,QB,2,6,2003
Rod Smart,RB,16,6,2003
Lamar Smith,RB,4,6,2003
Obafemi Ayanbadejo,RB,16,5,2003
Travis Brown,QB,2,5,2003
Oronde Gadsden,WR,6,5,2003
Hunter Goodwin,TE,16,5,2003
Shawn Jefferson,WR,7,5,2003
Delvin Joyce,RB,16,5,2003
David Kircus,WR,5,5,2003
Jason McAddley,WR,2,5,2003
Ahmad Merritt,WR,15,5,2003
Patrick Pass,RB,13,5,2003
Robert Royal,TE,6,5,2003
Paul Smith,RB,7,5,2003
Zuriel Smith,WR,9,5,2003
Sam Aiken,WR,5,4,2003
Doug Chapman,RB,4,4,2003
Chris Cole,WR,11,4,2003
James Fenderson,RB,9,4,2003
Rob Johnson,QB,4,4,2003
Tee Martin,QB,2,4,2003
Moran Norris,RB,16,4,2003
Willie Ponder,WR,4,4,2003
J.R. Redmond,RB,1,4,2003
Mike Seidman,TE,12,4,2003
Edell Shepherd,WR,2,4,2003
Charlie Batch,QB,4,3,2003
Byron Chamberlain,TE,4,3,2003
Ronald Curry,WR,16,3,2003
Trent Dilfer,QB,5,3,2003
Talman Gardner,WR,10,3,2003
Karl Hankton,WR,14,3,2003
Patrick Hape,TE,16,3,2003
Frisman Jackson,WR,5,3,2003
Leon Johnson,RB,14,3,2003
Chris Luzar,TE,11,3,2003
Mike McMahon,QB,3,3,2003
Chad Mustard,TE,10,3,2003
Jeb Putzier,TE,4,3,2003
Cecil Sapp,RB,1,3,2003
John Simon,RB,4,3,2003
Terrelle Smith,RB,15,3,2003
Charles Stackhouse,RB,14,3,2003
Jonathan Wells,RB,13,3,2003
Stephen Alexander,,3,2,2003
Bill Baber,TE,16,2,2003
Antonio Brown,WR,16,2,2003
Todd Collins,QB,5,2,2003
Joe Davenport,TE,16,2,2003
Darnell Dinkins,TE,7,2,2003
Kevin Dyson,WR,1,2,2003
Omar Easy,RB,15,2,2003
Doug Gabriel,WR,12,2,2003
Chris Hetherington,RB,14,2,2003
Keenan Howry,WR,16,2,2003
Brock Huard,QB,2,2,2003
Kevin Kasper,WR,7,2,2003
George Layne,RB,3,2,2003
Adrian Madise,WR,11,2,2003
Jamar Martin,RB,14,2,2003
Lee Mays,WR,16,2,2003
Fred McCrary,RB,6,2,2003
Sultan McCullough,RB,1,2,2003
Kevin Walter,WR,11,2,2003
Kevin Ware,TE,11,2,2003
Nick Luchey,RB,11,2,2003
B.J. Askew,RB,16,1,2003
Darian Barnes,RB,14,1,2003
Arnaz Battle,WR,8,1,2003
Kevin Curtis,WR,4,1,2003
Rohan Davey,QB,1,1,2003
Koy Detmer,QB,16,1,2003
Terrence Edwards,WR,6,1,2003
Larry Foster,WR,1,1,2003
Jarious Jackson,QB,1,1,2003
Ron Johnson,WR,6,1,2003
Derrick Lewis,WR,3,1,2003
Reno Mahe,RB,2,1,2003
Fred McAfee,RB,14,1,2003
Spencer Nead,RB,10,1,2003
Rodney Peete,QB,1,1,2003
Cliff Russell,WR,3,1,2003
Josh Scobey,RB,15,1,2003
Aaron Shea,RB,4,1,2003
Charlie Adams,,4,,2003
Dan Alexander,,1,,2003
Brian Allen,,4,,2003
Richard Angulo,,5,,2003
Karsten Bailey,,1,,2003
Eugene Baker,,1,,2003
Mike Banks,,6,,2003
Bradford Banta,,13,,2003
Mike Bartrum,,16,,2003
Marco Battaglia,,2,,2003
Fred Baxter,,12,,2003
Sean Berton,,16,,2003
Sean Brewer,,9,,2003
Dee Brown,,1,,2003
Arland Bruce,,2,,2003
Kerry Carter,RB,16,,2003
Kenny Clark,,1,,2003
Greg Comella,,5,,2003
Phillip Crosby,,3,,2003
Dan Curley,,1,,2003
Matt Cushing,,4,,2003
Chris Davis,,1,,2003
James Dearth,,16,,2003
Ty Detmer,,1,,2003
Kori Dickerson,,2,,2003
Eddie Drummond,WR,6,,2003
LaTarence Dunbar,,5,,2003
Chris Edmonds,,4,,2003
John Gilmore,,15,,2003
Joey Goodspeed,,8,,2003
Gibran Hamdan,QB,1,,2003
Lawrence Hamilton,,5,,2003
Ryan Hannam,,5,,2003
Dwone Hicks,,3,,2003
Darrell Hill,,12,,2003
Zachary Hilton,,3,,2003
Nathan Hodel,,16,,2003
T.J. Houshmandzadeh,,2,,2003
Damon Huard,QB,2,,2003
Chad Hutchinson,QB,1,,2003
Jasen Isom,,2,,2003
Chris Jackson,,1,,2003
Nate Jackson,,1,,2003
Ray Jackson,,1,,2003
Terry Jackson,,16,,2003
Brian Jennings,,16,,2003
Travis Jervey,,15,,2003
Albert Johnson,,1,,2003
Robert Johnson,,1,,2003
John Jones,,11,,2003
James Jordan,,1,,2003
Rashod Kent,,7,,2003
Brian Kinchen,,2,,2003
Mike Leach,,16,,2003
Brody Liddiard,,16,,2003
Nick Maddox,,1,,2003
Cecil Martin,,1,,2003
Chris Massey,RB,16,,2003
Grant Mattos,,6,,2003
Sean McDermott,,6,,2003
Tony McGee,,4,,2003
Jason McKie,,6,,2003
Kevin McLeod,,1,,2003
Billy McMullen,WR,5,,2003
Sean Morey,,16,,2003
Harold Morrow,,14,,2003
Ovie Mughelli,,6,,2003
Matt Murphy,,1,,2003
Craig Nall,QB,1,,2003
Larry Ned,,3,,2003
John Owens,,7,,2003
Doug Pederson,QB,16,,2003
Brad Pyatt,WR,8,,2003
Derek Rackley,,16,,2003
Gabe Reid,,1,,2003
Joffrey Reynolds,,4,,2003
Micah Ross,,7,,2003
Sam Simmons,,11,,2003
Ken Simonton,RB,2,,2003
David Sloan,,4,,2003
Detron Smith,,11,,2003
Justin Snow,,16,,2003
Brad St. Louis,,16,,2003
John Stone,,1,,2003
Stephen Trejo,RB,16,,2003
Taco Wallace,,1,,2003
LaShaun Ward,,1,,2003
Kenny Watson,,8,,2003
James Whalen,,7,,2003
Daniel Wilcox,,2,,2003
James Williams,,1,,2003
Randal Williams,,15,,2003
Roland Williams,,1,,2003
Walter Young,,7,,2003
Joe Zelenka,,16,,2003
Chris Redman,QB,2,-1,2003
Alex Van Pelt,QB,6,-5,2003
