name,position,games,points,year
Alan Ricard,RB,16,8,2004
B.J. Sams,RB,16,8,2004
Musa Smith,RB,9,8,2004
John Stone,WR,4,8,2004
Steve Bush,TE,5,7,2004
Earnest Graham,RB,9,7,2004
Nate Jackson,WR,12,7,2004
Darnerien McCants,WR,5,7,2004
Eric McCoo,RB,1,7,2004
Richard Owens,TE,7,7,2004
Nate Poole,WR,9,7,2004
Kevin Walter,WR,16,7,2004
Fred Beasley,RB,14,6,2004
Cam Cleeland,TE,16,6,2004
Jerricho Cotchery,WR,12,6,2004
Lamont Hall,TE,16,6,2004
Drew Henson,QB,7,6,2004
Ryan Neufeld,TE,16,6,2004
Bobby Shaw,WR,11,6,2004
Steve Smith,WR,1,6,2004
Thomas Tapeh,RB,7,6,2004
Mark Bruener,TE,16,5,2004
Cedric Cobbs,RB,3,5,2004
Rickey Dudley,TE,3,5,2004
Adimchinobe Echemandu,RB,4,5,2004
Eric Edwards,TE,16,5,2004
Brock Forsey,RB,7,5,2004
Joey Harris,RB,4,5,2004
Mike Karney,RB,16,5,2004
Andre King,WR,9,5,2004
Triandos Luke,WR,10,5,2004
Shane Matthews,QB,3,5,2004
Fred McAfee,RB,11,5,2004
Adrian Peterson,RB,14,5,2004
Andrew Pinnock,RB,1,5,2004
Walter Rasby,TE,10,5,2004
Philip Rivers,QB,2,5,2004
Terrelle Smith,RB,16,5,2004
Scottie Vines,WR,6,5,2004
Kellen Winslow,TE,2,5,2004
B.J. Askew,RB,16,4,2004
Dwayne Blakley,WR,15,4,2004
Koy Detmer,QB,16,4,2004
Marc Edwards,RB,13,4,2004
Jason McAddley,WR,11,4,2004
Jon Ritchie,RB,3,4,2004
Cliff Russell,WR,13,4,2004
Ian Smart,RB,4,4,2004
Ben Steele,TE,15,4,2004
Stephen Trejo,RB,13,4,2004
Nick Luchey,RB,16,4,2004
Walter Williams,RB,1,4,2004
Brooks Bollinger,QB,1,3,2004
Heath Evans,RB,15,3,2004
Michael Gaines,TE,15,3,2004
Karl Hankton,WR,15,3,2004
Ben Hartsock,WR,16,3,2004
Chris Hetherington,RB,5,3,2004
Doug Johnson,QB,2,3,2004
Brian Kozlowski,TE,11,3,2004
Mike McMahon,QB,1,3,2004
John Navarre,QB,1,3,2004
Chris Perry,RB,2,3,2004
Cecil Sapp,RB,5,3,2004
Jonathan Smith,WR,9,3,2004
Rod Trafford,TE,4,3,2004
Randal Williams,WR,2,3,2004
Dan Campbell,TE,3,2,2004
Kerry Carter,RB,16,2,2004
Ki-Jana Carter,RB,2,2,2004
Todd Collins,QB,2,2,2004
Matt Cushing,TE,16,2,2004
Rohan Davey,QB,4,2,2004
Lorenzo Diamond,TE,5,2,2004
Talman Gardner,WR,11,2,2004
Vick King,RB,2,2,2004
Dan Klecko,RB,6,2,2004
Jim Kleinsasser,TE,1,2,2004
Nate Lawrie,TE,2,2,2004
George Layne,RB,4,2,2004
Jamar Martin,RB,9,2,2004
Fred McCrary,RB,3,2,2004
Billy McMullen,WR,8,2,2004
Dave Moore,TE,15,2,2004
Johnnie Morant,WR,4,2,2004
Doug Pederson,QB,4,2,2004
Dedric Ward,WR,8,2,2004
Ben Watson,TE,1,2,2004
David Allen,RB,5,1,2004
Bill Baber,TE,1,1,2004
Tony Banks,QB,5,1,2004
Alex Bannister,WR,7,1,2004
Ronald Bellamy,WR,2,1,2004
Tyrone Calico,WR,1,1,2004
Greg Comella,RB,7,1,2004
Devard Darling,WR,3,1,2004
Eddie Drummond,WR,11,1,2004
Mike Furrey,WR,8,1,2004
John Gilmore,TE,16,1,2004
J.P. Losman,QB,4,1,2004
Aaron Moorehead,WR,7,1,2004
Sean Morey,WR,16,1,2004
Chad Mustard,TE,7,1,2004
Larry Ned,RB,16,1,2004
Reggie Newhouse,WR,3,1,2004
Moran Norris,RB,12,1,2004
Brad Pyatt,WR,8,1,2004
Mike Sellers,RB,16,1,2004
Rod Smart,RB,3,1,2004
Andrae Thurman,WR,2,1,2004
Troy Walters,WR,5,1,2004
Kevin Ware,TE,5,1,2004
Jason Wright,RB,2,1,2004
Charlie Adams,,4,,2004
Damien Anderson,RB,4,,2004
Eugene Baker,,3,,2004
Bradford Banta,,3,,2004
Jarrod Baxter,RB,8,,2004
Todd Bouman,,16,,2004
Dante Brown,RB,1,,2004
Dee Brown,,5,,2004
Rock Cartwright,RB,13,,2004
Aveion Cason,,3,,2004
Casey Cramer,,6,,2004
Gabe Crecion,,1,,2004
Carey Davis,,3,,2004
James Dearth,,16,,2004
Dahrran Diedrick,,1,,2004
Chris Doering,,3,,2004
Jeff Dugan,,14,,2004
Doug Easlick,RB,3,,2004
Omar Easy,RB,15,,2004
Jimmy Farris,,14,,2004
P.J. Fleck,,1,,2004
Carlos Francis,,5,,2004
Gus Frerotte,QB,16,,2004
Drew Haddad,,1,,2004
Derrick Hamilton,,2,,2004
Lawrence Hamilton,,1,,2004
Keith Heinrich,TE,7,,2004
Devery Henderson,,1,,2004
Darrell Hill,,14,,2004
Nathan Hodel,,16,,2004
Keenan Howry,WR,3,,2004
Jasen Isom,RB,5,,2004
Brian Jennings,,16,,2004
Daryl Jones,,2,,2004
Kevin Kasper,,8,,2004
Kelvin Kight,,1,,2004
Matt Kranchick,,2,,2004
Mike Leach,,16,,2004
Vonta Leach,,6,,2004
Jermaine Lewis,WR,9,,2004
James Lynch,,1,,2004
Dusty McGrorty,,1,,2004
Sean McHugh,,1,,2004
Harold Morrow,,15,,2004
Ovie Mughelli,,3,,2004
Frank Murphy,,3,,2004
Matt Murphy,,11,,2004
Ben Nelson,,3,,2004
J.T. O'Sullivan,QB,1,,2004
John Owens,,2,,2004
Rodney Peete,QB,1,,2004
Ed Perry,,16,,2004
Brett Pierce,,8,,2004
Lousaka Polite,RB,1,,2004
Willie Ponder,WR,11,,2004
Derek Rackley,,16,,2004
Charles Rogers,,1,,2004
Tony Romo,,6,,2004
Micah Ross,,17,,2004
Sean Ryan,,6,,2004
P.K. Sam,,2,,2004
Darnell Sanders,,2,,2004
Richard Smith,,4,,2004
Justin Snow,,16,,2004
Brian St. Pierre,QB,1,,2004
Matt Stanley,,1,,2004
Kendrick Starling,,8,,2004
Kordell Stewart,QB,2,,2004
Brad St. Louis,,16,,2004
Jeff Thomason,,0,,2004
Taco Wallace,,2,,2004
Derrick Ward,,5,,2004
Jason Willis,,1,,2004
Roland Williams,,12,,2004
Kris Wilson,,3,,2004
Mark Wilson,,2,,2004
Joe Zelenka,,16,,2004
Cody Pickett,QB,1,-1,2004
Deion Sanders,WR,9,-1,2004
