name,position,games,points,year
Jason Campbell,QB,13,160,2010
Chad Henne,QB,15,159,2010
Jon Kitna,QB,10,159,2010
Matt Hasselbeck,QB,14,158,2010
Alex Smith,QB,11,139,2010
Thomas Jones,RB,16,138,2010
Felix Jones,RB,16,137,2010
Michael Bush,RB,14,133,2010
Brandon Jackson,RB,16,129,2010
Danny Woodhead,RB,15,129,2010
Ronnie Brown,RB,16,128,2010
Marshawn Lynch,RB,16,124,2010
Ryan Mathews,RB,12,124,2010
Ryan Torain,RB,10,123,2010
Tim Hightower,RB,16,117,2010
Kerry Collins,QB,10,115,2010
Pierre Garcon,WR,14,115,2010
Austin Collie,WR,9,113,2010
Davone Bess,WR,16,112,2010
Santonio Holmes,WR,12,112,2010
Michael Crabtree,WR,16,110,2010
Malcom Floyd,WR,11,108,2010
Nate Burleson,WR,14,107,2010
Brett Favre,QB,13,107,2010
Chad Johnson,,14,107,2010
Anthony Armstrong,WR,15,105,2010
Jonathan Stewart,RB,14,105,2010
Hines Ward,WR,16,105,2010
Nate Washington,WR,16,104,2010
Chris Ivory,RB,12,103,2010
Shonn Greene,RB,15,101,2010
Jabar Gaffney,WR,16,100,2010
Tony Romo,QB,6,99,2010
Tim Tebow,QB,9,99,2010
Ricky Williams,RB,16,99,2010
James Jones,WR,16,98,2010
Mike Sims-Walker,WR,14,98,2010
Cadillac Williams,RB,16,97,2010
Vince Young,QB,9,97,2010
Brandon Pettigrew,TE,16,96,2010
Danny Amendola,WR,16,95,2010
Derek Anderson,QB,12,95,2010
Robert Meachem,WR,16,95,2010
Mike Goodson,RB,16,94,2010
Ben Watson,TE,16,94,2010
Jason Snelling,RB,14,93,2010
Dez Bryant,WR,12,92,2010
Rashad Jennings,RB,13,92,2010
Kevin Walter,WR,16,92,2010
Darren Sproles,RB,16,91,2010
Justin Forsett,RB,16,90,2010
Todd Heap,TE,13,90,2010
Colt McCoy,QB,8,90,2010
Jacoby Ford,WR,16,87,2010
Eddie Royal,WR,16,87,2010
Jacob Tamme,RB,16,87,2010
Keiland Williams,RB,15,87,2010
Mike Williams,WR,14,87,2010
Joseph Addai,RB,8,86,2010
Roy Williams,WR,15,85,2010
Josh Morgan,WR,16,84,2010
Kevin Boss,TE,15,83,2010
Steve Breaston,WR,13,82,2010
Donald Brown,RB,13,82,2010
Lee Evans,WR,13,82,2010
Donald Driver,WR,15,81,2010
Maurice Morris,RB,14,81,2010
Willis McGahee,RB,15,80,2010
Ben Obomanu,WR,15,79,2010
Brian Westbrook,RB,14,79,2010
Jordan Shipley,WR,15,78,2010
Anthony Fasano,TE,15,77,2010
Brandon Gibson,WR,14,77,2010
Jacoby Jones,WR,15,77,2010
Louis Murphy,WR,14,77,2010
Troy Smith,QB,6,77,2010
Joel Dreessen,TE,16,76,2010
Earl Bennett,WR,14,75,2010
Brent Celek,TE,16,75,2010
Devin Hester,WR,16,75,2010
John Kuhn,RB,16,74,2010
Tony Moeaki,TE,15,74,2010
Jermaine Gresham,TE,15,73,2010
Steve Smith,WR,9,71,2010
Brian Hartline,WR,12,70,2010
Jordy Nelson,WR,16,70,2010
Greg Olsen,TE,16,70,2010
Marcel Reece,RB,16,70,2010
David Gettis,WR,15,69,2010
Randy Moss,WR,16,69,2010
Kevin Kolb,QB,7,68,2010
Steve Smith,WR,14,68,2010
Brandon Tate,WR,16,67,2010
Marion Barber,RB,13,66,2010
Jimmy Graham,TE,15,66,2010
Blair White,WR,13,66,2010
Jason Avant,WR,16,65,2010
Mohamed Massaquoi,WR,15,65,2010
Visanthe Shiancoe,TE,16,65,2010
Correll Buckhalter,RB,15,63,2010
Deon Butler,WR,13,63,2010
Michael Jenkins,WR,11,63,2010
Heath Miller,TE,14,63,2010
Jimmy Clausen,QB,13,62,2010
Derrick Ward,RB,16,62,2010
Rex Grossman,QB,4,60,2010
Owen Daniels,TE,11,59,2010
Brandon LaFell,WR,14,59,2010
Jeremy Shockey,TE,13,59,2010
Drew Stanton,QB,6,59,2010
Chester Taylor,RB,16,59,2010
Pierre Thomas,RB,6,59,2010
Beanie Wells,RB,13,59,2010
T.J. Houshmandzadeh,WR,16,58,2010
Patrick Crayton,WR,9,57,2010
Bo Scaife,TE,14,56,2010
Arrelious Benn,WR,15,55,2010
Jerricho Cotchery,WR,14,55,2010
Toby Gerhart,RB,15,55,2010
Javarris James,RB,10,54,2010
Roscoe Parrish,WR,8,54,2010
Tashard Choice,RB,16,53,2010
Dallas Clark,TE,6,53,2010
Devery Henderson,WR,16,53,2010
David Nelson,WR,15,53,2010
Matthew Stafford,QB,3,53,2010
Bruce Gradkowski,QB,6,52,2010
Daniel Fells,TE,16,51,2010
Fred Davis,TE,16,50,2010
Emmanuel Sanders,WR,13,50,2010
C.J. Spiller,RB,14,50,2010
Brian Robiskie,WR,14,49,2010
Jerome Harrison,RB,12,48,2010
DeAngelo Williams,RB,6,48,2010
Darrius Heyward-Bey,WR,15,47,2010
Jerome Simpson,WR,5,46,2010
Legedu Naanee,WR,10,45,2010
Laurent Robinson,WR,14,45,2010
Brad Smith,WR,16,45,2010
Vincent Jackson,WR,5,44,2010
Isaac Redman,RB,16,44,2010
Tony Scheffler,TE,15,44,2010
Mark Clayton,WR,5,43,2010
Josh Cribbs,WR,15,43,2010
Andre Roberts,WR,15,43,2010
Reggie Bush,RB,8,42,2010
Jared Cook,TE,16,42,2010
Bernard Scott,RB,16,42,2010
Chansi Stuckey,WR,16,42,2010
Seneca Wallace,QB,8,42,2010
Ladell Betts,RB,8,41,2010
Clinton Portis,RB,5,40,2010
Sidney Rice,WR,6,40,2010
Javon Ringer,RB,16,40,2010
Demaryius Thomas,WR,10,40,2010
Earnest Graham,RB,12,39,2010
Seyi Ajirotutu,WR,10,38,2010
John Carlson,TE,15,38,2010
Evan Moore,TE,12,38,2010
Danario Alexander,WR,8,37,2010
Anthony Dixon,RB,16,37,2010
Matt Moore,QB,6,37,2010
Antwaan Randle El,WR,16,37,2010
Micheal Spurlock,WR,16,37,2010
Joe Webb,QB,5,37,2010
Charlie Whitehurst,QB,6,37,2010
Early Doucet,WR,10,36,2010
Jermichael Finley,TE,5,36,2010
Kenneth Darby,RB,14,35,2010
Harry Douglas,WR,16,35,2010
Brian Finneran,WR,16,35,2010
John Skelton,QB,5,35,2010
Brandon Stokley,WR,11,35,2010
Delanie Walker,TE,14,35,2010
Andre Caldwell,WR,15,34,2010
Dexter McCluster,WR,11,34,2010
Randy McMichael,WR,16,34,2010
Mewelde Moore,RB,15,34,2010
David Thomas,TE,13,34,2010
Justin Gage,WR,11,33,2010
Michael Hoomanawanui,TE,8,33,2010
Craig Davis,WR,7,32,2010
Jason Hill,WR,8,31,2010
Greg Camarillo,WR,16,30,2010
Andrew Quarless,TE,13,30,2010
Jake Delhomme,QB,5,29,2010
Zach Miller,TE,15,29,2010
Tyler Thigpen,QB,5,29,2010
Matt Flynn,QB,7,28,2010
Derek Hagan,WR,7,28,2010
Julius Jones,RB,12,28,2010
LaRod Stephens-Howling,WR,13,28,2010
Billy Bajema,TE,13,27,2010
Chris Chambers,WR,13,27,2010
Mike Hart,RB,7,27,2010
Jacob Hester,RB,15,27,2010
Donald Jones,WR,15,27,2010
Martellus Bennett,TE,16,26,2010
Tarvaris Jackson,QB,3,26,2010
Brian Leonard,RB,11,26,2010
Dante Rosario,TE,16,26,2010
Kevin Smith,RB,6,26,2010
Trent Edwards,QB,5,25,2010
Donald Lee,TE,15,25,2010
Stephen McGee,QB,2,25,2010
Mike Sellers,RB,16,25,2010
Travis Beckum,TE,16,24,2010
Bernard Berrian,WR,14,24,2010
Jeff King,WR,16,24,2010
Craig Stevens,TE,15,24,2010
Sammie Stroughter,WR,12,24,2010
Leon Washington,RB,16,24,2010
Charlie Batch,QB,3,23,2010
Ted Ginn,WR,13,23,2010
Bryant Johnson,WR,14,23,2010
Golden Tate,WR,11,23,2010
Kelley Washington,WR,8,23,2010
John Gilmore,TE,16,22,2010
Ruvell Martin,WR,5,22,2010
Le'Ron McClain,RB,15,22,2010
Ovie Mughelli,RB,16,22,2010
Damian Williams,WR,16,22,2010
Patrick Cobbs,RB,16,21,2010
Ed Dickson,TE,15,21,2010
Joe McKnight,RB,9,21,2010
Chad Hall,WR,8,20,2010
Greg Lewis,WR,13,20,2010
Marlon Moore,WR,9,20,2010
Leonard Pope,TE,16,20,2010
Owen Schmitt,RB,15,20,2010
Chris Baker,WR,16,18,2010
Riley Cooper,WR,13,18,2010
Lousaka Polite,RB,16,18,2010
Dominic Rhodes,RB,3,18,2010
Lance Ball,RB,10,17,2010
Mike Bell,RB,16,17,2010
Antonio Brown,WR,9,17,2010
Alge Crumpler,TE,16,17,2010
Eric Decker,WR,14,17,2010
Joey Galloway,WR,10,17,2010
Deji Karim,RB,11,17,2010
Verran Tucker,WR,11,17,2010
Terrance Copper,WR,16,16,2010
Justin Peelle,TE,13,16,2010
Fred Taylor,RB,7,16,2010
Devin Aromashodu,WR,14,15,2010
Dezmon Briscoe,WR,2,15,2010
Daniel Graham,TE,16,15,2010
Jim Kleinsasser,TE,16,15,2010
Sammy Morris,RB,16,15,2010
Todd Bouman,QB,1,14,2010
Rashied Davis,WR,16,14,2010
Naaman Roosevelt,WR,6,14,2010
Matt Spaeth,TE,14,14,2010
Maurice Stovall,WR,12,14,2010
Tyrell Sutton,RB,9,14,2010
Danny Ware,RB,14,14,2010
Jerome Felton,RB,16,13,2010
Clay Harbor,TE,9,13,2010
Spencer Larsen,RB,11,13,2010
Dimitri Nance,RB,12,13,2010
Michael Robinson,RB,11,13,2010
Donte' Stallworth,WR,8,13,2010
David Anderson,WR,12,12,2010
Jackie Battle,RB,16,12,2010
David Clowney,WR,13,12,2010
Sam Hurd,WR,15,12,2010
Max Komar,WR,8,12,2010
Laurence Maroney,RB,4,12,2010
Cameron Morrah,WR,15,12,2010
Kassim Osgood,WR,16,12,2010
Ben Patrick,TE,15,12,2010
Robert Royal,WR,15,12,2010
James Starks,RB,3,12,2010
Mark Brunell,QB,2,11,2010
John Conner,RB,16,11,2010
James Davis,RB,7,11,2010
Dennis Dixon,QB,2,11,2010
Kevin Faulk,RB,2,11,2010
Chris Gronkowski,RB,14,11,2010
Jonathan Stupar,TE,16,11,2010
Tiquan Underwood,WR,10,11,2010
Roydell Williams,WR,16,11,2010
Aaron Brown,RB,6,10,2010
James Casey,TE,16,10,2010
Julian Edelman,WR,15,10,2010
Heath Evans,RB,16,10,2010
Ahmard Hall,RB,16,10,2010
Will Heller,TE,16,10,2010
Johnnie Lee Higgins,WR,13,10,2010
Stefan Logan,WR,16,10,2010
Brandon Manumaleuna,RB,16,10,2010
David Martin,TE,16,10,2010
Corey McIntyre,RB,16,10,2010
Chaz Schilens,WR,5,10,2010
Steve Slaton,RB,12,10,2010
Naufahu Tahi,RB,15,10,2010
Stephen Williams,WR,11,10,2010
Dominique Zeigler,WR,11,10,2010
Vonta Leach,RB,16,9,2010
Michael Palmer,TE,14,9,2010
Adrian Arrington,WR,1,8,2010
Eldra Buckley,RB,16,8,2010
Kellen Davis,TE,16,8,2010
Josh Johnson,QB,11,8,2010
Brandon Myers,TE,15,8,2010
Keith Toston,RB,16,8,2010
Darrel Young,RB,16,8,2010
Khalif Barnes,TE,16,7,2010
Kellen Clemens,QB,1,7,2010
Anthony Gonzalez,WR,2,7,2010
Dan Gronkowski,TE,12,7,2010
Bear Pascoe,TE,15,7,2010
Logan Paulsen,TE,11,7,2010
Gijon Robinson,TE,11,7,2010
Kory Sperry,WR,7,7,2010
Brian St. Pierre,QB,1,7,2010
Brett Swain,WR,16,7,2010
Josh Vaughan,RB,3,7,2010
Kris Wilson,TE,14,7,2010
Jason Wright,RB,15,7,2010
Ramses Barden,WR,6,6,2010
Tom Crabtree,TE,16,6,2010
Tony Fiammetta,RB,14,6,2010
Mardy Gilyard,WR,11,6,2010
Max Hall,QB,6,6,2010
Lavelle Hawkins,WR,6,6,2010
Brian Hoyer,QB,5,6,2010
Roberto Wallace,WR,12,6,2010
Eric Weems,WR,16,6,2010
Terrence Austin,WR,5,5,2010
Tim Castille,RB,10,5,2010
Jim Dray,TE,16,5,2010
Ryan Grant,RB,1,5,2010
David Johnson,TE,16,5,2010
Greg Jones,RB,16,5,2010
Luke McCown,QB,1,5,2010
Preston Parker,WR,9,5,2010
Richard Bartel,QB,1,4,2010
Brody Eldridge,TE,14,4,2010
Brandon James,WR,3,4,2010
Dwayne Jarrett,WR,3,4,2010
Gartrell Johnson,RB,9,4,2010
Reggie Kelly,TE,16,4,2010
Nick Miller,WR,9,4,2010
Taylor Price,WR,1,4,2010
Ryan Purvis,TE,10,4,2010
Tony Richardson,RB,16,4,2010
Mickey Shuler,TE,6,4,2010
Stephen Spach,TE,15,4,2010
Jerramy Stevens,TE,5,4,2010
Albert Young,RB,3,4,2010
Lorenzo Booker,RB,4,3,2010
Nate Byham,TE,14,3,2010
Rock Cartwright,RB,16,3,2010
Chase Coffman,TE,6,3,2010
Mike Cox,RB,7,3,2010
Jeff Dugan,TE,16,3,2010
Jonathan Dwyer,RB,1,3,2010
Quinton Ganther,RB,11,3,2010
Richard Goodman,WR,3,3,2010
Quinn Johnson,RB,11,3,2010
Mike Karney,RB,12,3,2010
Shawn Nelson,TE,5,3,2010
Jake O'Connell,TE,15,3,2010
Kevin Ogletree,WR,6,3,2010
Patrick Turner,WR,5,3,2010
Lawrence Vickers,RB,16,3,2010
Derrick Williams,WR,7,3,2010
Brandon Banks,WR,13,2,2010
Hank Baskett,WR,8,2,2010
Michael Bennett,RB,7,2,2010
Brock Bolen,RB,4,2,2010
Michael Clayton,WR,6,2,2010
Thomas Clayton,RB,3,2,2010
Quan Cosby,WR,16,2,2010
Chase Daniel,QB,13,2,2010
Caleb Hanie,QB,2,2,2010
Kareem Huggins,RB,3,2,2010
Byron Leftwich,QB,1,2,2010
Reagan Maui'a,RB,15,2,2010
Garrett Mills,TE,7,2,2010
Moran Norris,RB,16,2,2010
Jerious Norwood,RB,2,2,2010
Fendi Onobun,TE,3,2,2010
Tyler Palko,QB,2,2,2010
Tony Pike,QB,1,2,2010
Zach Potter,TE,13,2,2010
David Reed,WR,13,2,2010
Matt Willis,WR,6,2,2010
Sam Aiken,WR,3,1,2010
Kyle Boller,QB,5,1,2010
Curtis Brinkley,RB,3,1,2010
David Carr,QB,1,1,2010
Scott Chandler,TE,13,1,2010
Desmond Clark,TE,5,1,2010
Kevin Curtis,WR,2,1,2010
Armanti Edwards,WR,3,1,2010
Yamon Figurs,WR,2,1,2010
Korey Hall,RB,12,1,2010
Ben Hartsock,TE,16,1,2010
Madison Hedgecock,RB,4,1,2010
Paul Hubbard,WR,1,1,2010
Tory Humphrey,WR,6,1,2010
Manuel Johnson,WR,2,1,2010
Erik Lorig,TE,9,1,2010
Kregg Lumpkin,RB,11,1,2010
Carlton Mitchell,WR,5,1,2010
Jordan Palmer,QB,1,1,2010
Cedric Peerman,RB,7,1,2010
Chad Pennington,QB,1,1,2010
Chris Pressley,RB,7,1,2010
Richard Quinn,TE,14,1,2010
Chris Redman,QB,2,1,2010
Alex Smith,TE,3,1,2010
Kyle Williams,WR,5,1,2010
Garrett Wolfe,RB,16,1,2010
Andre' Anderson,,2,,2010
Deon Anderson,,1,,2010
Jake Ballard,,1,,2010
Gary Banks,WR,2,,2010
Gary Barnidge,,16,,2010
Arnaz Battle,,15,,2010
Joique Bell,,8,,2010
Chris Brooks,,1,,2010
Andre Brown,RB,4,,2010
Duke Calhoun,WR,9,,2010
Jehuu Caulcrick,RB,2,,2010
Brian Clark,,4,,2010
Colin Cloherty,,2,,2010
Daniel Coats,,10,,2010
Brodie Croyle,QB,2,,2010
Victor Cruz,,3,,2010
Jeff Cumberland,TE,1,,2010
Dominique Curry,,2,,2010
Britt Davis,,3,,2010
Garrett Graham,,6,,2010
Clark Harris,,16,,2010
Chris Henry,,1,,2010
Lex Hilliard,RB,16,,2010
Jesse Holley,,12,,2010
Jeremy Horne,,3,,2010
Rashawn Jackson,,2,,2010
Brian Jennings,,16,,2010
Darcy Johnson,,4,,2010
Jerome Johnson,,1,,2010
Larry Johnson,RB,2,,2010
Onrea Jones,,2,,2010
Billy Latsko,,1,,2010
Mike Leach,,16,,2010
Elbert Mack,,12,,2010
Charly Martin,,1,,2010
Jeron Mastrud,,8,,2010
John Matthews,,3,,2010
Anthony McCoy,,2,,2010
Lonyae Miller,,4,,2010
Devin Moore,RB,4,,2010
Kenny Moore,,2,,2010
Matthew Mulligan,,13,,2010
John Nalbone,,2,,2010
Dan Orlovsky,,1,,2010
Montell Owens,,16,,2010
Jalen Parmele,,16,,2010
Dennis Pitta,TE,11,,2010
Courtney Roby,,13,,2010
Sage Rosenfels,QB,12,,2010
Martin Rucker,,5,,2010
Derek Schouman,,4,,2010
Chad Simpson,,3,,2010
Matthew Slater,,15,,2010
Alfonso Smith,,1,,2010
Antone Smith,RB,9,,2010
Marcus Smith,,14,,2010
Rusty Smith,QB,2,,2010
Taj Smith,,5,,2010
Justin Snow,,16,,2010
Devin Thomas,,9,,2010
Derrick Townsel,,1,,2010
Billy Volek,QB,3,,2010
Chauncey Washington,,1,,2010
Leonard Weaver,RB,1,,2010
Ernest Wilford,TE,2,,2010
Demetrius Williams,,2,,2010
George Wilson,,16,,2010
DeShawn Wynn,,7,,2010
Joe Zelenka,,16,,2010
Levi Brown,QB,1,-1,2010
Brian Brohm,QB,1,-2,2010
Todd Collins,QB,2,-7,2010
