name,position,games,points,year
Reggie Brown,WR,16,82,2005
Antonio Chatman,WR,16,82,2005
Andre Johnson,WR,13,82,2005
Mike McMahon,QB,9,80,2005
Brian Finneran,WR,16,79,2005
Matt Jones,WR,16,79,2005
Chris Henry,WR,14,78,2005
Antwaan Randle El,WR,16,76,2005
Anthony Wright,QB,9,76,2005
Corey Bradford,WR,16,75,2005
Mike Alstott,RB,16,74,2005
Doug Gabriel,WR,14,74,2005
Jonathan Wells,RB,15,74,2005
Dallas Clark,TE,15,73,2005
Chris Perry,RB,14,73,2005
Isaac Bruce,WR,11,71,2005
Joe Horn,WR,13,71,2005
Samie Parker,WR,12,71,2005
Artose Pinner,RB,16,71,2005
Marcel Shipp,RB,15,71,2005
Marcus Pollard,TE,16,70,2005
Braylon Edwards,WR,10,69,2005
Michael Jenkins,WR,14,69,2005
Mark Clayton,WR,14,68,2005
Ben Watson,TE,15,68,2005
Darrell Jackson,WR,6,67,2005
Ricky Proehl,WR,16,67,2005
Marshall Faulk,RB,16,66,2005
Erron Kinney,TE,14,66,2005
Shawn Bryson,RB,16,65,2005
Tony Fisher,RB,14,65,2005
Patrick Pass,RB,12,65,2005
Aaron Stecker,RB,15,64,2005
Roddy White,WR,16,64,2005
J.J. Arrington,RB,15,63,2005
Jabar Gaffney,WR,16,63,2005
Dante Hall,WR,16,63,2005
Greg Lewis,WR,16,63,2005
Deuce McAllister,RB,5,63,2005
Jermaine Wiggins,TE,16,63,2005
Brian Griese,QB,6,61,2005
Az-Zahir Hakim,WR,12,61,2005
Jamie Martin,QB,8,60,2005
Brandon Stokley,WR,15,60,2005
Troy Brown,WR,13,59,2005
Dennis Northcutt,WR,16,59,2005
Charlie Frye,QB,7,58,2005
Steve Heiden,TE,15,58,2005
Robert Ferguson,WR,11,57,2005
Verron Haynes,RB,14,57,2005
Josh Reed,WR,16,57,2005
Arnaz Battle,WR,10,56,2005
Adrian Peterson,RB,16,56,2005
Mike Sellers,WR,15,55,2005
Ladell Betts,RB,12,54,2005
Maurice Hicks,RB,14,54,2005
Devery Henderson,WR,15,53,2005
Kyle Johnson,RB,16,53,2005
Shaun McDonald,WR,16,53,2005
Tim Dwight,WR,16,52,2005
D.J. Hackett,WR,13,52,2005
Brandon Jacobs,RB,16,52,2005
Michael Turner,RB,16,52,2005
Troy Williamson,WR,14,52,2005
Jeb Putzier,WR,16,50,2005
Ryan Fitzpatrick,QB,4,49,2005
Jeff Garcia,QB,6,49,2005
Cedric Houston,RB,12,49,2005
Bryant Johnson,WR,14,49,2005
Koren Robinson,WR,14,49,2005
Matt Schaub,QB,16,49,2005
Alex Smith,TE,16,49,2005
Courtney Anderson,TE,14,48,2005
Justin Gage,WR,15,47,2005
Ryan Moats,RB,7,47,2005
Patrick Crayton,WR,11,46,2005
Zachary Hilton,TE,15,46,2005
Travis Henry,RB,10,45,2005
Alvin Pearman,RB,16,45,2005
Dominic Rhodes,RB,13,45,2005
Reggie Williams,WR,16,45,2005
Cedrick Wilson,WR,16,45,2005
Wes Welker,WR,16,44,2005
Reche Caldwell,WR,16,42,2005
Daniel Graham,TE,11,42,2005
Brandon Jones,WR,10,42,2005
David Martin,TE,12,42,2005
Scottie Vines,WR,13,42,2005
Roydell Williams,WR,10,42,2005
Keary Colbert,WR,16,41,2005
Kevin Faulk,RB,8,41,2005
Donald Lee,TE,15,41,2005
Mike Williams,WR,14,41,2005
Ahman Green,RB,5,40,2005
Maurice Morris,RB,16,40,2005
LaBrandon Toefield,RB,9,40,2005
Vernand Morency,RB,12,39,2005
Bo Scaife,TE,16,39,2005
Nate Burleson,WR,12,38,2005
Zack Crockett,RB,16,38,2005
Bryan Fletcher,TE,16,38,2005
Doug Jolley,TE,16,38,2005
Michael Clayton,WR,14,37,2005
Courtney Roby,WR,13,37,2005
Justin Griffith,RB,16,36,2005
Tim Rattay,QB,4,36,2005
Desmond Clark,TE,16,35,2005
Ron Dayne,RB,10,35,2005
Frisman Jackson,WR,12,35,2005
Vinny Testaverde,QB,6,35,2005
Rock Cartwright,RB,16,34,2005
Ike Hilliard,WR,16,34,2005
Jerald Sowell,RB,16,34,2005
Chris Baker,TE,8,33,2005
Adam Bergen,TE,16,33,2005
Billy McMullen,WR,16,33,2005
Troy Walters,WR,16,33,2005
Heath Evans,RB,12,32,2005
Lamar Gordon,RB,14,32,2005
Kris Mangum,TE,14,32,2005
Billy Volek,QB,6,31,2005
Ciatrick Fason,RB,13,30,2005
Lorenzo Neal,RB,16,30,2005
Sage Rosenfels,QB,4,30,2005
Johnnie Morton,WR,13,29,2005
Obafemi Ayanbadejo,RB,16,28,2005
Cedric Benson,RB,9,28,2005
Bernard Berrian,WR,11,28,2005
Michael Gaines,TE,11,28,2005
Nick Goings,RB,16,28,2005
Jim Sorgi,QB,5,28,2005
Shaud Williams,RB,16,28,2005
Bubba Franks,TE,10,27,2005
Quincy Morgan,WR,16,27,2005
Matt Schobel,TE,16,27,2005
Alex Smith,QB,9,27,2005
Kevin Walter,WR,16,27,2005
Jerricho Cotchery,WR,16,26,2005
Ken Dorsey,QB,3,26,2005
William Henderson,RB,16,26,2005
Jeremi Johnson,RB,16,26,2005
Jarrett Payton,RB,13,26,2005
Chad Pennington,QB,3,26,2005
Charles Rogers,WR,9,26,2005
Andre' Davis,WR,9,25,2005
Randy Hymes,WR,16,25,2005
LeRon McCoy,WR,10,25,2005
Todd Bouman,QB,16,24,2005
Noah Herron,RB,7,24,2005
Dane Looker,WR,16,24,2005
Duce Staley,RB,5,24,2005
Mack Strong,RB,16,24,2005
George Wrighster,TE,16,24,2005
Stephen Alexander,TE,16,23,2005
Mark Bradley,WR,7,23,2005
Tim Carter,WR,15,23,2005
Ernie Conwell,TE,8,23,2005
Najeh Davenport,RB,5,23,2005
Alvis Whitted,WR,16,23,2005
Charlie Adams,WR,16,22,2005
Kyle Brady,TE,16,22,2005
David Patten,WR,9,22,2005
Charlie Batch,QB,4,21,2005
Rod Gardner,WR,13,21,2005
Roscoe Parrish,WR,10,21,2005
Aaron Shea,TE,12,21,2005
Daniel Wilcox,TE,13,21,2005
Tyson Thompson,RB,15,20,2005
James Thrash,RB,12,20,2005
Tyrone Calico,WR,12,19,2005
Eric Edwards,WR,16,19,2005
Marc Edwards,RB,8,19,2005
Chris Horn,WR,14,19,2005
Tommy Maddox,QB,4,19,2005
Brandon Manumaleuna,RB,14,19,2005
Robert Royal,TE,15,19,2005
Peter Warrick,WR,13,19,2005
Christian Fauria,TE,16,18,2005
Ben Utecht,TE,12,18,2005
Bryan Gilmore,WR,15,17,2005
Jim Kleinsasser,TE,16,17,2005
Sammy Morris,RB,16,17,2005
Marcellus Rivers,TE,16,17,2005
Drew Carter,WR,3,16,2005
Reno Mahe,RB,15,16,2005
Daimon Shelton,RB,16,16,2005
Edell Shepherd,WR,16,16,2005
Kelley Washington,WR,7,16,2005
Randal Williams,WR,16,16,2005
Matt Cassel,QB,2,15,2005
Wayne Chrebet,WR,8,15,2005
Todd Devoe,WR,14,15,2005
Ryan Hannam,TE,16,15,2005
Reggie Kelly,TE,15,15,2005
Charles Lee,WR,6,15,2005
Tab Perry,WR,16,15,2005
Tony Richardson,RB,16,15,2005
Jerheme Urban,WR,4,15,2005
Marc Boerigter,WR,10,14,2005
Mark Campbell,TE,14,14,2005
Aveion Cason,RB,2,14,2005
Arlen Harris,RB,16,14,2005
Lousaka Polite,RB,14,14,2005
Derrick Ward,RB,14,14,2005
Mike Bartrum,TE,16,13,2005
Troy Fleming,RB,13,13,2005
Bethel Johnson,WR,11,13,2005
Kevin Johnson,WR,6,13,2005
Jerome Mathis,WR,12,13,2005
Jason McAddley,WR,12,13,2005
Patrick Ramsey,QB,4,13,2005
Terrelle Smith,RB,16,13,2005
Derick Armstrong,WR,13,12,2005
Dwayne Carswell,TE,7,12,2005
Quinn Gray,QB,1,12,2005
Jonathan Smith,WR,7,12,2005
Bobby Wade,WR,14,12,2005
Anthony Becht,TE,16,11,2005
Casey Fitzsimmons,TE,14,11,2005
William Green,RB,8,11,2005
Brad Hoover,RB,15,11,2005
Peerless Price,WR,7,11,2005
Anthony Thomas,RB,10,11,2005
David Tyree,WR,13,11,2005
Bradlee Van Pelt,QB,3,11,2005
Dee Brown,RB,8,10,2005
Jameel Cook,RB,16,10,2005
Jim Finn,RB,16,10,2005
Rex Grossman,QB,2,10,2005
Terry Jackson,RB,16,10,2005
Taylor Jacobs,WR,15,10,2005
Justin Peelle,TE,16,10,2005
Jamal Robertson,RB,7,10,2005
Derrick Wimbush,RB,14,10,2005
Jason Wright,RB,3,10,2005
Dwayne Blakley,TE,16,9,2005
Ran Carthon,RB,6,9,2005
Darnerien McCants,WR,12,9,2005
John Navarre,QB,1,9,2005
Josh Parry,RB,16,9,2005
Cory Schlesinger,RB,11,9,2005
Visanthe Shiancoe,TE,16,9,2005
Andrae Thurman,WR,15,9,2005
Leonard Weaver,RB,16,9,2005
Dez White,WR,6,9,2005
David Boston,WR,5,8,2005
Joe Burns,RB,16,8,2005
Dan Campbell,TE,16,8,2005
Cam Cleeland,TE,9,8,2005
Wesley Duke,TE,3,8,2005
Jay Fiedler,QB,2,8,2005
Earnest Graham,RB,16,8,2005
Terry Jones,TE,8,8,2005
Aaron Moorehead,WR,2,8,2005
Seneca Wallace,QB,7,8,2005
B.J. Askew,TE,10,7,2005
Tony Banks,QB,2,7,2005
Derrick Blaylock,RB,7,7,2005
Madison Hedgecock,RB,16,7,2005
Mike Karney,RB,16,7,2005
Matt Mauck,QB,2,7,2005
Bruce Perry,RB,2,7,2005
Jason Peters,TE,16,7,2005
Paul Smith,RB,12,7,2005
Marques Tuiasosopo,QB,1,7,2005
Moe Williams,RB,6,7,2005
Sam Aiken,WR,16,6,2005
Tom Ashworth,TE,14,6,2005
Jeff Blake,QB,2,6,2005
Mike Cloud,RB,7,6,2005
Darnell Dinkins,TE,16,6,2005
John Gilmore,TE,16,6,2005
Justin Green,RB,12,6,2005
Will Heller,TE,7,6,2005
Vincent Jackson,WR,8,6,2005
Dan Kreider,RB,16,6,2005
Chad Lewis,TE,8,6,2005
Clarence Moore,WR,4,6,2005
Moran Norris,RB,16,6,2005
Cody Pickett,QB,5,6,2005
Nate Poole,WR,7,6,2005
Darren Sproles,RB,15,6,2005
Jerame Tuman,TE,15,6,2005
Chris Weinke,QB,3,6,2005
Billy Bajema,WR,15,5,2005
Lorenzo Diamond,TE,16,5,2005
Jason Dunn,TE,16,5,2005
Brian Jones,TE,13,5,2005
Damien Nash,RB,3,5,2005
Reggie Newhouse,WR,3,5,2005
Koy Detmer,QB,16,4,2005
Joel Dreessen,TE,14,4,2005
Justin Fargas,RB,14,4,2005
J.P. Foschi,TE,10,4,2005
Lamont Hall,TE,16,4,2005
James Jackson,RB,8,4,2005
Jason McKie,RB,8,4,2005
Donovan Morgan,WR,3,4,2005
James Mungro,RB,12,4,2005
Terrence Murphy,WR,3,4,2005
Cecil Sapp,RB,16,4,2005
Stephen Spach,TE,13,4,2005
Lee Suggs,RB,8,4,2005
Kris Wilson,TE,14,4,2005
Bam Childress,WR,1,3,2005
Chris Hetherington,RB,16,3,2005
Patrick Johnson,WR,6,3,2005
Teyo Johnson,TE,6,3,2005
Brian Kozlowski,TE,16,3,2005
Matt Murphy,TE,9,3,2005
Dan Orlovsky,QB,2,3,2005
Kassim Osgood,WR,12,3,2005
Dante Ridgeway,WR,8,3,2005
Philip Rivers,QB,2,3,2005
Jeff Robinson,TE,5,3,2005
Tony Stewart,TE,14,3,2005
Javon Walker,WR,1,3,2005
Mark Bruener,TE,16,2,2005
Steve Bush,TE,15,2,2005
Ronnie Cruz,RB,14,2,2005
Troy Edwards,WR,3,2,2005
Tim Euhus,TE,11,2,2005
Jimmy Farris,WR,4,2,2005
Cortez Hankton,WR,6,2,2005
Paul Irons,TE,2,2,2005
Bryan Johnson,RB,7,2,2005
Vonta Leach,RB,16,2,2005
ReShard Lee,RB,7,2,2005
Travis Minor,RB,16,2,2005
Richard Owens,RB,16,2,2005
Jerome Pathon,WR,9,2,2005
Brett Pierce,TE,10,2,2005
Gabe Reid,TE,16,2,2005
Alan Ricard,RB,2,2,2005
Kordell Stewart,QB,1,2,2005
Darius Watts,WR,6,2,2005
Jamel White,RB,5,2,2005
Roland Williams,TE,4,2,2005
Walter Williams,RB,2,2,2005
Amos Zereoue,RB,3,2,2005
Damien Anderson,RB,5,1,2005
Richard Angulo,TE,2,1,2005
Fred Beasley,RB,9,1,2005
Eddie Berlin,WR,5,1,2005
Antonio Brown,WR,7,1,2005
Terrance Copper,WR,16,1,2005
Josh Cribbs,WR,14,1,2005
Ronald Curry,WR,2,1,2005
Doug Flutie,QB,5,1,2005
Gregg Guenther,TE,5,1,2005
Ben Hartsock,TE,7,1,2005
Robert Johnson,TE,2,1,2005
Kliff Kingsbury,QB,1,1,2005
Jon Kitna,QB,3,1,2005
Matt Kranchick,TE,6,1,2005
Glenn Martinez,WR,5,1,2005
Fred McCrary,RB,15,1,2005
Dave Moore,TE,16,1,2005
Ovie Mughelli,RB,13,1,2005
Ryan Neufeld,TE,13,1,2005
Aaron Rodgers,QB,3,1,2005
O.J. Small,WR,2,1,2005
Rod Smart,RB,12,1,2005
Musa Smith,RB,1,1,2005
Trent Smith,TE,5,1,2005
Dominique Thompson,WR,2,1,2005
Rich Alexis,,2,,2005
David Allen,,4,,2005
Otis Amey,,11,,2005
Jason Anderson,,1,,2005
Alex Bannister,,2,,2005
Darian Barnes,,9,,2005
Jarrod Baxter,RB,8,,2005
Sean Berton,TE,14,,2005
John Bronson,,1,,2005
Nehemiah Broughton,RB,4,,2005
Romby Bryant,,3,,2005
Terry Butler,,1,,2005
Kory Chapman,,3,,2005
Brad Cieslak,,2,,2005
DeAndra Cobb,,3,,2005
Jerome Collins,,3,,2005
Todd Collins,QB,1,,2005
Casey Cramer,,1,,2005
Devard Darling,,10,,2005
James Dearth,,16,,2005
Eddie Drummond,WR,12,,2005
Kevin Dudley,,1,,2005
Jeff Dugan,,1,,2005
Omar Easy,,16,,2005
Adimchinobe Echemandu,,2,,2005
Patrick Estes,,7,,2005
Zeron Flemister,,12,,2005
Carl Ford,,10,,2005
Andy Hall,,1,,2005
Karl Hankton,,16,,2005
Tim Hasselbeck,QB,2,,2005
Shaun Hill,QB,1,,2005
Nathan Hodel,,16,,2005
James Hodgins,,1,,2005
Carlyle Holiday,,1,,2005
Tony Hollings,,2,,2005
Alex Holmes,TE,8,,2005
Keenan Howry,,4,,2005
Tory Humphrey,,1,,2005
Nate Jackson,,2,,2005
Brian Jennings,,16,,2005
Jamal Jones,,2,,2005
Ryan Krause,,3,,2005
Nate Lawrie,,6,,2005
Luke Lawton,,4,,2005
Mike Leach,,16,,2005
Cleo Lemon,,1,,2005
Chad Lucas,,1,,2005
Marcus Maxwell,,4,,2005
Fred McAfee,,16,,2005
Shad Meier,,1,,2005
Itula Mili,,2,,2005
Billy Miller,,3,,2005
Johnnie Morant,,1,,2005
Sean Morey,,15,,2005
Harold Morrow,,14,,2005
Chad Owens,,1,,2005
Rich Parson,,1,,2005
Ed Perry,,6,,2005
Andrew Pinnock,RB,12,,2005
Willie Ponder,WR,11,,2005
Derek Rackley,,16,,2005
Tony Romo,QB,16,,2005
Cliff Russell,,2,,2005
Sean Ryan,,3,,2005
Mike Seidman,,12,,2005
Justin Snow,,16,,2005
Ben Steele,,2,,2005
Brad St. Louis,,16,,2005
Jamaar Taylor,,5,,2005
David Terrell,,1,,2005
Sloan Thomas,,1,,2005
Taco Wallace,,1,,2005
Nate Washington,,1,,2005
Kenny Watson,,1,,2005
Harry Williams,,1,,2005
Nick Luchey,RB,3,,2005
George Wilson,,3,,2005
Joe Zelenka,,16,,2005
Rasheed Marshall,WR,12,-1,2005
