name,position,games,points,year
Kerry Collins,QB,16,148,2008
Jonathan Stewart,RB,16,148,2008
Shaun Hill,QB,9,143,2008
Jamal Lewis,RB,16,142,2008
Dominic Rhodes,RB,15,140,2008
Kevin Faulk,RB,15,135,2008
Marc Bulger,QB,15,133,2008
Ryan Fitzpatrick,QB,13,132,2008
Sammy Morris,RB,13,131,2008
Leon Washington,RB,16,130,2008
Larry Johnson,RB,12,129,2008
Mewelde Moore,RB,16,127,2008
Willis McGahee,RB,13,126,2008
Warrick Dunn,RB,15,124,2008
Tim Hightower,RB,16,124,2008
Reggie Bush,RB,10,120,2008
Chester Taylor,RB,16,120,2008
Jerious Norwood,RB,16,119,2008
Ricky Williams,RB,16,118,2008
Joseph Addai,RB,12,117,2008
T.J. Houshmandzadeh,WR,15,115,2008
Santonio Holmes,WR,15,113,2008
Gus Frerotte,QB,11,111,2008
Ted Ginn,WR,16,110,2008
Willie Parker,RB,11,110,2008
Braylon Edwards,WR,16,109,2008
Mark Clayton,WR,16,107,2008
Fred Jackson,RB,16,107,2008
Seneca Wallace,QB,10,107,2008
Marques Colston,WR,11,106,2008
Cedric Benson,RB,12,105,2008
Darren Sproles,RB,16,105,2008
Earnest Graham,RB,10,102,2008
Darren McFadden,RB,13,102,2008
Justin Gage,WR,12,101,2008
Devery Henderson,WR,16,101,2008
Donnie Avery,WR,15,98,2008
Torry Holt,WR,16,98,2008
Michael Jenkins,WR,16,98,2008
Justin Fargas,RB,14,97,2008
Derek Anderson,QB,10,94,2008
Marvin Harrison,WR,15,94,2008
Correll Buckhalter,RB,14,93,2008
J.T. O'Sullivan,QB,9,92,2008
Devin Hester,WR,15,91,2008
Deuce McAllister,RB,13,91,2008
Anthony Gonzalez,WR,16,90,2008
Antwaan Randle El,WR,16,90,2008
Tarvaris Jackson,QB,9,89,2008
Peyton Hillis,RB,12,88,2008
Julius Jones,RB,15,88,2008
Matt Jones,WR,12,88,2008
Dan Orlovsky,QB,10,88,2008
Zach Miller,WR,16,84,2008
Maurice Morris,RB,13,83,2008
Nate Washington,WR,16,83,2008
Amani Toomer,WR,16,82,2008
Patrick Crayton,WR,16,80,2008
Edgerrin James,RB,13,80,2008
Tashard Choice,RB,16,78,2008
Chad Johnson,WR,13,78,2008
Michael Bush,RB,15,77,2008
Bobby Wade,WR,16,77,2008
Chris Chambers,WR,14,76,2008
Domenik Hixon,WR,16,76,2008
Greg Camarillo,WR,11,73,2008
Bryant Johnson,WR,16,73,2008
Ray Rice,RB,13,73,2008
Dustin Keller,TE,16,72,2008
Malcom Floyd,WR,13,71,2008
Brandon Stokley,WR,15,71,2008
Fred Taylor,RB,13,71,2008
Jerheme Urban,WR,16,70,2008
Plaxico Burress,WR,10,69,2008
Jamaal Charles,RB,16,69,2008
Heath Miller,TE,14,69,2008
Bo Scaife,TE,16,68,2008
Dennis Northcutt,WR,14,67,2008
Michael Pittman,RB,8,67,2008
Ike Hilliard,WR,16,66,2008
Josh Reed,WR,13,66,2008
Deion Branch,WR,8,65,2008
T.J. Duckett,RB,16,65,2008
Sage Rosenfels,QB,6,65,2008
Johnnie Lee Higgins,WR,16,64,2008
Billy Miller,TE,15,64,2008
Davone Bess,WR,16,63,2008
Daniel Graham,TE,16,63,2008
David Martin,WR,16,63,2008
Steve Smith,WR,16,63,2008
Hank Baskett,WR,15,62,2008
Mark Bradley,WR,12,61,2008
Jabar Gaffney,RB,16,61,2008
BenJarvus Green-Ellis,RB,9,61,2008
Marcedes Lewis,TE,16,61,2008
Kellen Winslow,TE,10,61,2008
LaMont Jordan,RB,8,60,2008
Donald Lee,TE,16,60,2008
Rashied Davis,WR,16,58,2008
Todd Heap,TE,16,58,2008
J.J. Arrington,RB,11,56,2008
Matt Hasselbeck,QB,7,56,2008
Roy Williams,WR,15,56,2008
Michael Clayton,WR,15,55,2008
Robert Meachem,WR,14,55,2008
Patrick Cobbs,RB,16,54,2008
Brandon Jones,WR,16,54,2008
Chansi Stuckey,WR,15,54,2008
Reggie Williams,WR,16,54,2008
Martellus Bennett,RB,16,52,2008
Ahmad Bradshaw,RB,15,52,2008
Koren Robinson,WR,12,52,2008
Jerramy Stevens,TE,15,52,2008
Cadillac Williams,RB,6,52,2008
Kevin Curtis,WR,9,51,2008
Harry Douglas,WR,16,51,2008
Ahman Green,RB,8,51,2008
Jason Avant,WR,15,50,2008
Brandon Lloyd,WR,11,50,2008
Josh Morgan,WR,12,50,2008
Vernon Davis,TE,16,49,2008
Bobby Engram,WR,13,49,2008
DeShaun Foster,RB,16,49,2008
Brian Griese,QB,5,49,2008
Brandon Jackson,RB,13,49,2008
Jordy Nelson,WR,16,49,2008
Jerome Harrison,RB,15,48,2008
Jeremy Shockey,TE,12,48,2008
L.J. Smith,TE,13,48,2008
Ladell Betts,RB,13,47,2008
Leonard Weaver,RB,14,47,2008
Miles Austin,WR,12,46,2008
Felix Jones,RB,6,46,2008
Chris Perry,RB,13,46,2008
Rudi Johnson,RB,14,45,2008
Alex Smith,TE,14,45,2008
Daunte Culpepper,QB,5,44,2008
Jason Hill,WR,16,44,2008
Jon Kitna,QB,4,44,2008
Tatum Bell,RB,7,43,2008
Desmond Clark,TE,16,43,2008
Antonio Pittman,RB,12,43,2008
Justin McCareins,WR,14,42,2008
Robert Royal,TE,15,41,2008
Dane Looker,WR,13,40,2008
J.P. Losman,QB,5,40,2008
Shaun McDonald,WR,12,39,2008
Brent Celek,TE,16,38,2008
Sidney Rice,WR,13,38,2008
Selvin Young,RB,8,38,2008
Carson Palmer,QB,4,37,2008
David Anderson,WR,16,36,2008
Arnaz Battle,WR,9,34,2008
Chris Henry,WR,12,34,2008
Chaz Schilens,WR,16,34,2008
Marty Booker,WR,13,33,2008
James Jones,WR,10,33,2008
Ben Watson,TE,14,33,2008
Reggie Brown,WR,10,32,2008
Alge Crumpler,TE,15,32,2008
Kenneth Darby,RB,10,32,2008
Michael Gaines,TE,16,32,2008
Ashley Lelie,WR,13,32,2008
Josh Cribbs,WR,15,31,2008
Devard Darling,WR,16,31,2008
Jacob Hester,RB,16,31,2008
Greg Lewis,WR,16,31,2008
Ronald Curry,WR,13,30,2008
Ahmard Hall,RB,16,30,2008
Roscoe Parrish,WR,13,30,2008
Jason Wright,RB,15,30,2008
Justin Peelle,TE,16,28,2008
Rex Grossman,QB,4,27,2008
Byron Leftwich,QB,5,27,2008
Jason McKie,RB,11,27,2008
Sinorice Moss,WR,10,27,2008
Brady Quinn,QB,3,27,2008
Dante Rosario,TE,16,27,2008
Mike Tolbert,RB,13,27,2008
Jeff King,TE,16,26,2008
Gary Russell,RB,12,26,2008
Javon Walker,WR,8,26,2008
Steve Heiden,TE,14,25,2008
Darrell Jackson,WR,12,25,2008
Brandon Manumaleuna,TE,16,25,2008
Michael Robinson,RB,16,25,2008
Keenan Burton,WR,13,24,2008
Mark Campbell,TE,9,24,2008
Jerry Porter,WR,10,24,2008
John Standeford,WR,9,24,2008
Demetrius Williams,WR,7,24,2008
Brian Finneran,WR,16,23,2008
Steve Johnson,WR,11,23,2008
Ruvell Martin,WR,13,23,2008
Donte' Stallworth,WR,11,23,2008
Devin Thomas,WR,16,23,2008
David Patten,WR,5,22,2008
Mike Sims-Walker,WR,9,22,2008
Andre' Davis,WR,12,21,2008
John Gilmore,TE,16,21,2008
James Hardy,WR,14,21,2008
Reggie Kelly,TE,16,21,2008
John Kuhn,RB,16,21,2008
P.J. Pope,RB,5,21,2008
Derek Schouman,TE,16,21,2008
Kolby Smith,RB,7,21,2008
B.J. Askew,RB,10,20,2008
Antonio Chatman,WR,10,20,2008
Damon Huard,QB,5,20,2008
Delanie Walker,TE,15,20,2008
DeShawn Wynn,RB,5,20,2008
Chris Baker,TE,16,19,2008
Greg Jones,RB,12,19,2008
Keary Colbert,RB,13,18,2008
Mike Furrey,WR,9,18,2008
D.J. Hackett,WR,9,18,2008
Montell Owens,RB,16,18,2008
Mike Sellers,RB,16,18,2008
Brad Smith,WR,15,18,2008
Derek Stanley,WR,10,18,2008
Syndric Steptoe,WR,16,18,2008
Casey Fitzsimmons,TE,14,17,2008
Andre Hall,RB,8,17,2008
Darcy Johnson,TE,16,17,2008
Ryan Moats,RB,9,17,2008
Gijon Robinson,RB,15,17,2008
Tory Humphrey,TE,16,16,2008
Vonta Leach,RB,16,16,2008
Aaron Stecker,RB,6,16,2008
Derek Fine,TE,10,15,2008
Justin Griffith,RB,7,15,2008
Brad Johnson,QB,16,15,2008
Mike Karney,RB,12,15,2008
Adrian Peterson,RB,15,15,2008
Jason Snelling,RB,16,15,2008
David Carr,QB,3,14,2008
Joey Galloway,WR,9,14,2008
Nate Jackson,TE,10,14,2008
Randy McMichael,TE,4,14,2008
Chad Simpson,RB,11,14,2008
Matt Spaeth,TE,16,14,2008
James Thrash,WR,16,14,2008
Daniel Wilcox,TE,13,14,2008
Andre Caldwell,WR,7,13,2008
Jermichael Finley,TE,14,13,2008
Matt Leinart,QB,4,13,2008
Troy Smith,QB,6,13,2008
Ryan Torain,RB,2,13,2008
Mike Bell,RB,4,12,2008
Nate Burleson,WR,1,12,2008
Dwayne Jarrett,WR,9,12,2008
Joe Klopfenstein,TE,16,12,2008
Billy McMullen,WR,4,12,2008
John Owens,TE,16,12,2008
Ben Patrick,TE,10,12,2008
Tom Santi,TE,6,12,2008
Ben Utecht,TE,10,12,2008
Aundrae Allison,WR,15,11,2008
Michael Bumpus,WR,4,11,2008
Greg Estandia,TE,16,11,2008
Dante Hall,WR,8,11,2008
Madison Hedgecock,RB,16,11,2008
Tony Hunt,RB,6,11,2008
Kevin Jones,RB,11,11,2008
Lousaka Polite,RB,11,11,2008
Drew Stanton,QB,3,11,2008
Lawrence Vickers,RB,12,11,2008
Todd Yoder,TE,16,11,2008
Vince Young,QB,3,11,2008
Sam Aiken,WR,14,10,2008
Darnell Dinkins,TE,14,10,2008
Yamon Figurs,WR,12,10,2008
Charlie Frye,QB,2,10,2008
Quinton Ganther,RB,13,10,2008
Quinn Gray,QB,1,10,2008
Korey Hall,RB,11,10,2008
Courtney Taylor,WR,10,10,2008
Dominique Zeigler,WR,8,10,2008
Lance Ball,RB,1,9,2008
Najeh Davenport,RB,6,9,2008
Early Doucet,WR,7,9,2008
Trent Green,QB,3,9,2008
Glenn Holt,WR,15,9,2008
Jim Kleinsasser,TE,16,9,2008
Laurence Maroney,RB,3,9,2008
David Thomas,TE,15,9,2008
Troy Williamson,WR,8,9,2008
Joel Dreessen,TE,16,8,2008
Kyle Eckel,RB,5,8,2008
Heath Evans,RB,16,8,2008
Daniel Fells,TE,12,8,2008
Will Franklin,WR,13,8,2008
Joey Haynos,TE,7,8,2008
James Johnson,RB,4,8,2008
Jacoby Jones,WR,16,8,2008
Rashard Mendenhall,RB,4,8,2008
Legedu Naanee,WR,16,8,2008
Alvin Pearman,RB,1,8,2008
Leonard Pope,WR,13,8,2008
Jim Sorgi,QB,1,8,2008
Tony Stewart,TE,16,8,2008
Deon Anderson,RB,14,7,2008
Lavelle Hawkins,WR,13,7,2008
Garrett Mills,TE,8,7,2008
Ovie Mughelli,RB,16,7,2008
Tony Richardson,RB,16,7,2008
Allen Rossum,WR,13,7,2008
Garrett Wolfe,RB,13,7,2008
Richard Angulo,TE,15,6,2008
Lorenzo Booker,RB,10,6,2008
Brad Cottam,TE,16,6,2008
Casey Cramer,RB,9,6,2008
Brodie Croyle,QB,2,6,2008
Carey Davis,RB,14,6,2008
Craig Davis,WR,4,6,2008
De Dorsey,RB,4,6,2008
Jerome Felton,RB,13,6,2008
Brad Hoover,RB,16,6,2008
Travis Minor,RB,13,6,2008
Lorenzo Neal,RB,16,6,2008
Clifton Smith,RB,9,6,2008
Limas Sweed,WR,11,6,2008
Kenny Watson,RB,10,6,2008
Brooks Bollinger,QB,2,5,2008
Bubba Franks,TE,8,5,2008
Derek Hagan,WR,5,5,2008
Laurent Robinson,WR,6,5,2008
Dantrell Savage,RB,8,5,2008
Owen Schmitt,RB,15,5,2008
Jeff Webb,WR,5,5,2008
Anthony Becht,WR,16,4,2008
Mike Cox,RB,16,4,2008
Dan Klecko,RB,16,4,2008
Kregg Lumpkin,RB,2,4,2008
Logan Payne,WR,2,4,2008
Naufahu Tahi,RB,16,4,2008
Chris Taylor,RB,3,4,2008
Jerame Tuman,TE,3,4,2008
Andrew Walter,QB,2,4,2008
George Wrighster,TE,5,4,2008
Shaun Alexander,RB,4,3,2008
Billy Bajema,RB,16,3,2008
Darian Barnes,RB,9,3,2008
Tom Brady,QB,1,3,2008
Aveion Cason,RB,7,3,2008
David Clowney,WR,2,3,2008
Tony Curtis,RB,16,3,2008
Chris Davis,WR,5,3,2008
Robert Ferguson,WR,8,3,2008
Ben Hartsock,TE,11,3,2008
Mike Hart,RB,5,3,2008
Will Heller,TE,12,3,2008
Chad Henne,QB,3,3,2008
Edgar Jones,TE,7,3,2008
Mark Jones,WR,16,3,2008
Zak Keasey,RB,6,3,2008
Luke Lawton,RB,16,3,2008
Brandon London,WR,14,3,2008
Glenn Martinez,WR,2,3,2008
Michael Matthews,TE,16,3,2008
Jalen Parmele,RB,1,3,2008
Jason Rader,TE,6,3,2008
Maurice Stovall,WR,5,3,2008
Ernest Wilford,WR,7,3,2008
Dan Campbell,TE,1,2,2008
Daniel Coats,TE,16,2,2008
Jameel Cook,RB,10,2,2008
Fred Davis,WR,11,2,2008
Jeff Dugan,RB,9,2,2008
Pierre Garcon,WR,14,2,2008
Chad Jackson,WR,4,2,2008
Malcolm Kelly,WR,5,2,2008
Luke McCown,QB,2,2,2008
Sean McHugh,TE,15,2,2008
Brandon Middleton,WR,8,2,2008
Moran Norris,RB,11,2,2008
Martin Rucker,TE,5,2,2008
Sean Ryan,TE,8,2,2008
Steve Sanders,WR,5,2,2008
Terrelle Smith,RB,15,2,2008
Stephen Spach,WR,11,2,2008
Isaiah Stanback,WR,8,2,2008
Danny Ware,RB,6,2,2008
Chauncey Washington,RB,6,2,2008
Charles Ali,RB,15,1,2008
Dallas Baker,WR,8,1,2008
Michael Bennett,RB,7,1,2008
Rock Cartwright,RB,16,1,2008
Tim Castille,RB,14,1,2008
Jesse Chatman,RB,3,1,2008
Brian Clark,WR,9,1,2008
Jason Davis,RB,6,1,2008
Ken Dorsey,QB,4,1,2008
Matt Flynn,QB,7,1,2008
Nick Goings,RB,16,1,2008
Marques Hagans,WR,6,1,2008
Roy Hall,WR,4,1,2008
Drew Henson,QB,2,1,2008
Nate Lawrie,TE,8,1,2008
Brian Leonard,RB,2,1,2008
Mario Manningham,WR,7,1,2008
Xavier Omon,RB,2,1,2008
Patrick Ramsey,QB,1,1,2008
Antrel Rolle,RB,16,1,2008
Matt Schobel,TE,5,1,2008
Olaniyi Sobomehin,RB,1,1,2008
Craig Stevens,TE,16,1,2008
Jacob Tamme,TE,12,1,2008
Thomas Tapeh,RB,2,1,2008
Marques Tuiasosopo,QB,2,1,2008
Paul Williams,WR,5,1,2008
Gary Barnidge,,15,,2008
Jackie Battle,RB,9,,2008
Drew Bennett,WR,1,,2008
Earl Bennett,,10,,2008
Brock Berlin,QB,1,,2008
Cory Boyd,,1,,2008
Mark Bruener,,2,,2008
Mark Brunell,,2,,2008
Brad Cieslak,,1,,2008
Alonzo Coleman,,1,,2008
Terrance Copper,,7,,2008
Kellen Davis,,16,,2008
Clifton Dawson,,2,,2008
James Dearth,,16,,2008
Tyson DeVree,,2,,2008
Dennis Dixon,QB,1,,2008
Reuben Droughns,,12,,2008
Justin Forsett,,14,,2008
Samkon Gado,RB,1,,2008
Skyler Green,,2,,2008
Justin Hamilton,,2,,2008
Lynell Hamilton,,1,,2008
Clark Harris,,4,,2008
Chris Henry,RB,1,,2008
Nathan Hodel,,16,,2008
Sam Hurd,,3,,2008
Dexter Jackson,,7,,2008
Darnell Jenkins,,1,,2008
Justin Jenkins,,13,,2008
Adam Jennings,,14,,2008
Brian Jennings,,16,,2008
Eddie Kennison,,3,,2008
Jordan Kent,,9,,2008
David Kirtman,,1,,2008
Dan Kreider,RB,11,,2008
Mike Leach,,16,,2008
Cleo Lemon,QB,2,,2008
Elbert Mack,,15,,2008
John Madsen,,4,,2008
Josh McCown,QB,2,,2008
Corey McIntyre,RB,11,,2008
Sean Morey,,16,,2008
Chad Mustard,,8,,2008
Kevin O'Connell,QB,2,,2008
Buck Ortega,TE,11,,2008
Kassim Osgood,,16,,2008
Marcus Pollard,,1,,2008
Jeb Putzier,,8,,2008
Brandon Rideau,,2,,2008
Jeff Robinson,,16,,2008
Courtney Roby,,6,,2008
Cliff Russell,,2,,2008
Cecil Sapp,RB,12,,2008
Chris Simms,QB,1,,2008
Jerome Simpson,WR,6,,2008
Matthew Slater,,14,,2008
Marcus Smith,,7,,2008
Justin Snow,,16,,2008
Brad St. Louis,,16,,2008
Byron Storer,,6,,2008
Darrell Strong,,1,,2008
Marcus Thomas,,5,,2008
Ben Troupe,,2,,2008
Kelley Washington,WR,10,,2008
Todd Watkins,,8,,2008
Eric Weems,WR,6,,2008
Ernie Wheelwright,,3,,2008
George Wilson,,16,,2008
Kris Wilson,,3,,2008
D'Juan Woods,,1,,2008
Wallace Wright,,16,,2008
Joe Zelenka,,16,,2008
Kellen Clemens,QB,2,-1,2008
Kevin Kolb,QB,6,-2,2008
Jordan Palmer,QB,3,-2,2008
Bruce Gradkowski,QB,2,-5,2008
